id,type,description,unit_id,title
11100108,107,"",111001,"인연 랭크 연출 7"
11110101,201,"",111101,"획득 연출 1"
11110102,101,"",111101,"인연 랭크 연출 1"
11110103,102,"",111101,"인연 랭크 연출 2"
11110104,103,"",111101,"인연 랭크 연출 3"
11110105,104,"",111101,"인연 랭크 연출 4"
11110106,105,"",111101,"인연 랭크 연출 5"
11110107,106,"",111101,"인연 랭크 연출 6"
11110108,107,"",111101,"인연 랭크 연출 7"
11120101,201,"",111201,"획득 연출 1"
11120102,101,"",111201,"인연 랭크 연출 1"
11120103,102,"",111201,"인연 랭크 연출 2"
11120104,103,"",111201,"인연 랭크 연출 3"
11120105,104,"",111201,"인연 랭크 연출 4"
11120106,105,"",111201,"인연 랭크 연출 5"
11120107,106,"",111201,"인연 랭크 연출 6"
11120108,107,"",111201,"인연 랭크 연출 7"
11130101,201,"",111301,"획득 연출 1"
11130102,101,"",111301,"인연 랭크 연출 1"
11130103,102,"",111301,"인연 랭크 연출 2"
11130104,103,"",111301,"인연 랭크 연출 3"
11130105,104,"",111301,"인연 랭크 연출 4"
11130106,105,"",111301,"인연 랭크 연출 5"
11130107,106,"",111301,"인연 랭크 연출 6"
11130108,107,"",111301,"인연 랭크 연출 7"
11140101,201,"",111401,"획득 연출 1"
11140102,101,"",111401,"인연 랭크 연출 1"
11140103,102,"",111401,"인연 랭크 연출 2"
11140104,103,"",111401,"인연 랭크 연출 3"
11140105,104,"",111401,"인연 랭크 연출 4"
11140106,105,"",111401,"인연 랭크 연출 5"
11140107,106,"",111401,"인연 랭크 연출 6"
11140108,107,"",111401,"인연 랭크 연출 7"
11150101,201,"",111501,"획득 연출 1"
11150102,101,"",111501,"인연 랭크 연출 1"
11150103,102,"",111501,"인연 랭크 연출 2"
11150104,103,"",111501,"인연 랭크 연출 3"
11150105,104,"",111501,"인연 랭크 연출 4"
11150106,105,"",111501,"인연 랭크 연출 5"
11150107,106,"",111501,"인연 랭크 연출 6"
11150108,107,"",111501,"인연 랭크 연출 7"
11160101,201,"",111601,"획득 연출 1"
11160102,101,"",111601,"인연 랭크 연출 1"
11160103,102,"",111601,"인연 랭크 연출 2"
11160104,103,"",111601,"인연 랭크 연출 3"
11160105,104,"",111601,"인연 랭크 연출 4"
11160106,105,"",111601,"인연 랭크 연출 5"
11160107,106,"",111601,"인연 랭크 연출 6"
11160108,107,"",111601,"인연 랭크 연출 7"
11170101,201,"",111701,"획득 연출 1"
11170102,101,"",111701,"인연 랭크 연출 1"
11170103,102,"",111701,"인연 랭크 연출 2"
11170104,103,"",111701,"인연 랭크 연출 3"
11170105,104,"",111701,"인연 랭크 연출 4"
11170106,105,"",111701,"인연 랭크 연출 5"
11170107,106,"",111701,"인연 랭크 연출 6"
11170108,107,"",111701,"인연 랭크 연출 7"
11180101,201,"",111801,"획득 연출 1"
11180102,101,"",111801,"인연 랭크 연출 1"
11180103,102,"",111801,"인연 랭크 연출 2"
11180104,103,"",111801,"인연 랭크 연출 3"
11180105,104,"",111801,"인연 랭크 연출 4"
11180106,105,"",111801,"인연 랭크 연출 5"
11180107,106,"",111801,"인연 랭크 연출 6"
11180108,107,"",111801,"인연 랭크 연출 7"
11190101,201,"",111901,"획득 연출 1"
11190102,101,"",111901,"인연 랭크 연출 1"
11190103,102,"",111901,"인연 랭크 연출 2"
11190104,103,"",111901,"인연 랭크 연출 3"
11190105,104,"",111901,"인연 랭크 연출 4"
11190106,105,"",111901,"인연 랭크 연출 5"
11190107,106,"",111901,"인연 랭크 연출 6"
11190108,107,"",111901,"인연 랭크 연출 7"
11200101,201,"",112001,"획득 연출 1"
11200102,101,"",112001,"인연 랭크 연출 1"
11200103,102,"",112001,"인연 랭크 연출 2"
11200104,103,"",112001,"인연 랭크 연출 3"
11200105,104,"",112001,"인연 랭크 연출 4"
11200106,105,"",112001,"인연 랭크 연출 5"
11200107,106,"",112001,"인연 랭크 연출 6"
11200108,107,"",112001,"인연 랭크 연출 7"
11210101,201,"",112101,"획득 연출 1"
11210102,101,"",112101,"인연 랭크 연출 1"
11210103,102,"",112101,"인연 랭크 연출 2"
11210104,103,"",112101,"인연 랭크 연출 3"
11210105,104,"",112101,"인연 랭크 연출 4"
11210106,105,"",112101,"인연 랭크 연출 5"
11210107,106,"",112101,"인연 랭크 연출 6"
11210108,107,"",112101,"인연 랭크 연출 7"
11220101,201,"",112201,"획득 연출 1"
11220102,101,"",112201,"인연 랭크 연출 1"
11220103,102,"",112201,"인연 랭크 연출 2"
11220104,103,"",112201,"인연 랭크 연출 3"
11220105,104,"",112201,"인연 랭크 연출 4"
11220106,105,"",112201,"인연 랭크 연출 5"
11220107,106,"",112201,"인연 랭크 연출 6"
11220108,107,"",112201,"인연 랭크 연출 7"
11230101,201,"",112301,"획득 연출 1"
11230102,101,"",112301,"인연 랭크 연출 1"
11230103,102,"",112301,"인연 랭크 연출 2"
11230104,103,"",112301,"인연 랭크 연출 3"
11230105,104,"",112301,"인연 랭크 연출 4"
11230106,105,"",112301,"인연 랭크 연출 5"
11230107,106,"",112301,"인연 랭크 연출 6"
11230108,107,"",112301,"인연 랭크 연출 7"
11240101,201,"",112401,"획득 연출 1"
11240102,101,"",112401,"인연 랭크 연출 1"
11240103,102,"",112401,"인연 랭크 연출 2"
11240104,103,"",112401,"인연 랭크 연출 3"
11240105,104,"",112401,"인연 랭크 연출 4"
11240106,105,"",112401,"인연 랭크 연출 5"
11240107,106,"",112401,"인연 랭크 연출 6"
11240108,107,"",112401,"인연 랭크 연출 7"
11250101,201,"",112501,"획득 연출 1"
11250102,101,"",112501,"인연 랭크 연출 1"
11250103,102,"",112501,"인연 랭크 연출 2"
11250104,103,"",112501,"인연 랭크 연출 3"
11250105,104,"",112501,"인연 랭크 연출 4"
11250106,105,"",112501,"인연 랭크 연출 5"
11250107,106,"",112501,"인연 랭크 연출 6"
11250108,107,"",112501,"인연 랭크 연출 7"
11260101,201,"",112601,"획득 연출 1"
11260102,101,"",112601,"인연 랭크 연출 1"
11260103,102,"",112601,"인연 랭크 연출 2"
11260104,103,"",112601,"인연 랭크 연출 3"
11260105,104,"",112601,"인연 랭크 연출 4"
11260106,105,"",112601,"인연 랭크 연출 5"
11260107,106,"",112601,"인연 랭크 연출 6"
11260108,107,"",112601,"인연 랭크 연출 7"
11270101,201,"",112701,"획득 연출 1"
11270102,101,"",112701,"인연 랭크 연출 1"
11270103,102,"",112701,"인연 랭크 연출 2"
11270104,103,"",112701,"인연 랭크 연출 3"
11270105,104,"",112701,"인연 랭크 연출 4"
11270106,105,"",112701,"인연 랭크 연출 5"
11270107,106,"",112701,"인연 랭크 연출 6"
11270108,107,"",112701,"인연 랭크 연출 7"
11280101,201,"",112801,"획득 연출 1"
11280102,101,"",112801,"인연 랭크 연출 1"
11280103,102,"",112801,"인연 랭크 연출 2"
11280104,103,"",112801,"인연 랭크 연출 3"
11280105,104,"",112801,"인연 랭크 연출 4"
11280106,105,"",112801,"인연 랭크 연출 5"
11280107,106,"",112801,"인연 랭크 연출 6"
11280108,107,"",112801,"인연 랭크 연출 7"
11290101,201,"",112901,"획득 연출 1"
11290102,101,"",112901,"인연 랭크 연출 1"
11290103,102,"",112901,"인연 랭크 연출 2"
11290104,103,"",112901,"인연 랭크 연출 3"
11290105,104,"",112901,"인연 랭크 연출 4"
11290106,105,"",112901,"인연 랭크 연출 5"
11290107,106,"",112901,"인연 랭크 연출 6"
11290108,107,"",112901,"인연 랭크 연출 7"
11300101,201,"",113001,"획득 연출 1"
11300102,101,"",113001,"인연 랭크 연출 1"
11300103,102,"",113001,"인연 랭크 연출 2"
11300104,103,"",113001,"인연 랭크 연출 3"
11300105,104,"",113001,"인연 랭크 연출 4"
11300106,105,"",113001,"인연 랭크 연출 5"
11300107,106,"",113001,"인연 랭크 연출 6"
11300108,107,"",113001,"인연 랭크 연출 7"
11310101,201,"",113101,"획득 연출 1"
11310102,101,"",113101,"인연 랭크 연출 1"
11310103,102,"",113101,"인연 랭크 연출 2"
11310104,103,"",113101,"인연 랭크 연출 3"
11310105,104,"",113101,"인연 랭크 연출 4"
11310106,105,"",113101,"인연 랭크 연출 5"
11310107,106,"",113101,"인연 랭크 연출 6"
11310108,107,"",113101,"인연 랭크 연출 7"
11320101,201,"",113201,"획득 연출 1"
11320102,101,"",113201,"인연 랭크 연출 1"
11320103,102,"",113201,"인연 랭크 연출 2"
11320104,103,"",113201,"인연 랭크 연출 3"
11320105,104,"",113201,"인연 랭크 연출 4"
11320106,105,"",113201,"인연 랭크 연출 5"
11320107,106,"",113201,"인연 랭크 연출 6"
11320108,107,"",113201,"인연 랭크 연출 7"
11330101,201,"",113301,"획득 연출 1"
11330102,101,"",113301,"인연 랭크 연출 1"
11330103,102,"",113301,"인연 랭크 연출 2"
11330104,103,"",113301,"인연 랭크 연출 3"
11330105,104,"",113301,"인연 랭크 연출 4"
11330106,105,"",113301,"인연 랭크 연출 5"
11330107,106,"",113301,"인연 랭크 연출 6"
11330108,107,"",113301,"인연 랭크 연출 7"
11340101,201,"",113401,"획득 연출 1"
11340102,101,"",113401,"인연 랭크 연출 1"
11340103,102,"",113401,"인연 랭크 연출 2"
11340104,103,"",113401,"인연 랭크 연출 3"
11340105,104,"",113401,"인연 랭크 연출 4"
11340106,105,"",113401,"인연 랭크 연출 5"
11340107,106,"",113401,"인연 랭크 연출 6"
11340108,107,"",113401,"인연 랭크 연출 7"
11350101,201,"",113501,"획득 연출 1"
11350102,101,"",113501,"인연 랭크 연출 1"
11350103,102,"",113501,"인연 랭크 연출 2"
11350104,103,"",113501,"인연 랭크 연출 3"
11350105,104,"",113501,"인연 랭크 연출 4"
11350106,105,"",113501,"인연 랭크 연출 5"
11350107,106,"",113501,"인연 랭크 연출 6"
11350108,107,"",113501,"인연 랭크 연출 7"
11360101,201,"",113601,"획득 연출 1"
11360102,101,"",113601,"인연 랭크 연출 1"
11360103,102,"",113601,"인연 랭크 연출 2"
11360104,103,"",113601,"인연 랭크 연출 3"
11360105,104,"",113601,"인연 랭크 연출 4"
11360106,105,"",113601,"인연 랭크 연출 5"
11360107,106,"",113601,"인연 랭크 연출 6"
11360108,107,"",113601,"인연 랭크 연출 7"
11370101,201,"",113701,"획득 연출 1"
11370102,101,"",113701,"인연 랭크 연출 1"
11370103,102,"",113701,"인연 랭크 연출 2"
11370104,103,"",113701,"인연 랭크 연출 3"
11370105,104,"",113701,"인연 랭크 연출 4"
11370106,105,"",113701,"인연 랭크 연출 5"
11370107,106,"",113701,"인연 랭크 연출 6"
11370108,107,"",113701,"인연 랭크 연출 7"
11380101,201,"",113801,"획득 연출 1"
11380102,101,"",113801,"인연 랭크 연출 1"
11380103,102,"",113801,"인연 랭크 연출 2"
11380104,103,"",113801,"인연 랭크 연출 3"
11380105,104,"",113801,"인연 랭크 연출 4"
11380106,105,"",113801,"인연 랭크 연출 5"
11380107,106,"",113801,"인연 랭크 연출 6"
11380108,107,"",113801,"인연 랭크 연출 7"
11390101,201,"",113901,"획득 연출 1"
11390102,101,"",113901,"인연 랭크 연출 1"
11390103,102,"",113901,"인연 랭크 연출 2"
11390104,103,"",113901,"인연 랭크 연출 3"
11390105,104,"",113901,"인연 랭크 연출 4"
11390106,105,"",113901,"인연 랭크 연출 5"
11390107,106,"",113901,"인연 랭크 연출 6"
11390108,107,"",113901,"인연 랭크 연출 7"
11400101,201,"",114001,"획득 연출 1"
11400102,101,"",114001,"인연 랭크 연출 1"
11400103,102,"",114001,"인연 랭크 연출 2"
11400104,103,"",114001,"인연 랭크 연출 3"
11400105,104,"",114001,"인연 랭크 연출 4"
11400106,105,"",114001,"인연 랭크 연출 5"
11400107,106,"",114001,"인연 랭크 연출 6"
11400108,107,"",114001,"인연 랭크 연출 7"
11410101,201,"",114101,"획득 연출 1"
11410102,101,"",114101,"인연 랭크 연출 1"
11410103,102,"",114101,"인연 랭크 연출 2"
11410104,103,"",114101,"인연 랭크 연출 3"
11410105,104,"",114101,"인연 랭크 연출 4"
11410106,105,"",114101,"인연 랭크 연출 5"
11410107,106,"",114101,"인연 랭크 연출 6"
11410108,107,"",114101,"인연 랭크 연출 7"
11420101,201,"",114201,"획득 연출 1"
11420102,101,"",114201,"인연 랭크 연출 1"
11420103,102,"",114201,"인연 랭크 연출 2"
11420104,103,"",114201,"인연 랭크 연출 3"
11420105,104,"",114201,"인연 랭크 연출 4"
11420106,105,"",114201,"인연 랭크 연출 5"
11420107,106,"",114201,"인연 랭크 연출 6"
11420108,107,"",114201,"인연 랭크 연출 7"
11430101,201,"",114301,"획득 연출 1"
11430102,101,"",114301,"인연 랭크 연출 1"
11430103,102,"",114301,"인연 랭크 연출 2"
11430104,103,"",114301,"인연 랭크 연출 3"
11430105,104,"",114301,"인연 랭크 연출 4"
11430106,105,"",114301,"인연 랭크 연출 5"
11430107,106,"",114301,"인연 랭크 연출 6"
11430108,107,"",114301,"인연 랭크 연출 7"
11440101,201,"",114401,"획득 연출 1"
11440102,101,"",114401,"인연 랭크 연출 1"
11440103,102,"",114401,"인연 랭크 연출 2"
11440104,103,"",114401,"인연 랭크 연출 3"
11440105,104,"",114401,"인연 랭크 연출 4"
11440106,105,"",114401,"인연 랭크 연출 5"
11440107,106,"",114401,"인연 랭크 연출 6"
11440108,107,"",114401,"인연 랭크 연출 7"
11450101,201,"",114501,"획득 연출 1"
11450102,101,"",114501,"인연 랭크 연출 1"
11450103,102,"",114501,"인연 랭크 연출 2"
11450104,103,"",114501,"인연 랭크 연출 3"
11450105,104,"",114501,"인연 랭크 연출 4"
11450106,105,"",114501,"인연 랭크 연출 5"
11450107,106,"",114501,"인연 랭크 연출 6"
11450108,107,"",114501,"인연 랭크 연출 7"
11460101,201,"",114601,"획득 연출 1"
11460102,101,"",114601,"인연 랭크 연출 1"
11460103,102,"",114601,"인연 랭크 연출 2"
11460104,103,"",114601,"인연 랭크 연출 3"
11460105,104,"",114601,"인연 랭크 연출 4"
11460106,105,"",114601,"인연 랭크 연출 5"
11460107,106,"",114601,"인연 랭크 연출 6"
11460108,107,"",114601,"인연 랭크 연출 7"
11470101,201,"",114701,"획득 연출 1"
11470102,101,"",114701,"인연 랭크 연출 1"
11470103,102,"",114701,"인연 랭크 연출 2"
11470104,103,"",114701,"인연 랭크 연출 3"
11470105,104,"",114701,"인연 랭크 연출 4"
11470106,105,"",114701,"인연 랭크 연출 5"
11470107,106,"",114701,"인연 랭크 연출 6"
11470108,107,"",114701,"인연 랭크 연출 7"
11500101,201,"",115001,"획득 연출 1"
11500102,101,"",115001,"인연 랭크 연출 1"
11500103,102,"",115001,"인연 랭크 연출 2"
11500104,103,"",115001,"인연 랭크 연출 3"
11500105,104,"",115001,"인연 랭크 연출 4"
11500106,105,"",115001,"인연 랭크 연출 5"
11500107,106,"",115001,"인연 랭크 연출 6"
11500108,107,"",115001,"인연 랭크 연출 7"
11550101,201,"",115501,"획득 연출 1"
11550102,101,"",115501,"인연 랭크 연출 1"
11550103,102,"",115501,"인연 랭크 연출 2"
11550104,103,"",115501,"인연 랭크 연출 3"
11550105,104,"",115501,"인연 랭크 연출 4"
11550106,105,"",115501,"인연 랭크 연출 5"
11550107,106,"",115501,"인연 랭크 연출 6"
11550108,107,"",115501,"인연 랭크 연출 7"
11560101,201,"",115601,"획득 연출 1"
11560102,101,"",115601,"인연 랭크 연출 1"
11560103,102,"",115601,"인연 랭크 연출 2"
11560104,103,"",115601,"인연 랭크 연출 3"
11560105,104,"",115601,"인연 랭크 연출 4"
11560106,105,"",115601,"인연 랭크 연출 5"
11560107,106,"",115601,"인연 랭크 연출 6"
11560108,107,"",115601,"인연 랭크 연출 7"
11570101,201,"",115701,"획득 연출 1"
11570102,101,"",115701,"인연 랭크 연출 1"
11570103,102,"",115701,"인연 랭크 연출 2"
11570104,103,"",115701,"인연 랭크 연출 3"
11570105,104,"",115701,"인연 랭크 연출 4"
11570106,105,"",115701,"인연 랭크 연출 5"
11570107,106,"",115701,"인연 랭크 연출 6"
11570108,107,"",115701,"인연 랭크 연출 7"
11580101,201,"",115801,"획득 연출 1"
11580102,101,"",115801,"인연 랭크 연출 1"
11580103,102,"",115801,"인연 랭크 연출 2"
11580104,103,"",115801,"인연 랭크 연출 3"
11580105,104,"",115801,"인연 랭크 연출 4"
11580106,105,"",115801,"인연 랭크 연출 5"
11580107,106,"",115801,"인연 랭크 연출 6"
11580108,107,"",115801,"인연 랭크 연출 7"
11590101,201,"",115901,"획득 연출 1"
11590102,101,"",115901,"인연 랭크 연출 1"
11590103,102,"",115901,"인연 랭크 연출 2"
11590104,103,"",115901,"인연 랭크 연출 3"
11590105,104,"",115901,"인연 랭크 연출 4"
11590106,105,"",115901,"인연 랭크 연출 5"
11590107,106,"",115901,"인연 랭크 연출 6"
11590108,107,"",115901,"인연 랭크 연출 7"
11600101,201,"",116001,"획득 연출 1"
11600102,101,"",116001,"인연 랭크 연출 1"
11600103,102,"",116001,"인연 랭크 연출 2"
11600104,103,"",116001,"인연 랭크 연출 3"
11600105,104,"",116001,"인연 랭크 연출 4"
11600106,105,"",116001,"인연 랭크 연출 5"
11600107,106,"",116001,"인연 랭크 연출 6"
11600108,107,"",116001,"인연 랭크 연출 7"
11620101,201,"",116201,"획득 연출 1"
11620102,101,"",116201,"인연 랭크 연출 1"
11620103,102,"",116201,"인연 랭크 연출 2"
11620104,103,"",116201,"인연 랭크 연출 3"
11620105,104,"",116201,"인연 랭크 연출 4"
11620106,105,"",116201,"인연 랭크 연출 5"
11620107,106,"",116201,"인연 랭크 연출 6"
11620108,107,"",116201,"인연 랭크 연출 7"
11630101,201,"",116301,"획득 연출 1"
11630102,101,"",116301,"인연 랭크 연출 1"
11630103,102,"",116301,"인연 랭크 연출 2"
11630104,103,"",116301,"인연 랭크 연출 3"
11630105,104,"",116301,"인연 랭크 연출 4"
11630106,105,"",116301,"인연 랭크 연출 5"
11630107,106,"",116301,"인연 랭크 연출 6"
11630108,107,"",116301,"인연 랭크 연출 7"
11640101,201,"",116401,"획득 연출 1"
11640102,101,"",116401,"인연 랭크 연출 1"
11640103,102,"",116401,"인연 랭크 연출 2"
11640104,103,"",116401,"인연 랭크 연출 3"
11640105,104,"",116401,"인연 랭크 연출 4"
11640106,105,"",116401,"인연 랭크 연출 5"
11640107,106,"",116401,"인연 랭크 연출 6"
11640108,107,"",116401,"인연 랭크 연출 7"
11650101,201,"",116501,"획득 연출 1"
11650102,101,"",116501,"인연 랭크 연출 1"
11650103,102,"",116501,"인연 랭크 연출 2"
11650104,103,"",116501,"인연 랭크 연출 3"
11650105,104,"",116501,"인연 랭크 연출 4"
11650106,105,"",116501,"인연 랭크 연출 5"
11650107,106,"",116501,"인연 랭크 연출 6"
11650108,107,"",116501,"인연 랭크 연출 7"
11660101,201,"",116601,"획득 연출 1"
11660102,101,"",116601,"인연 랭크 연출 1"
11660103,102,"",116601,"인연 랭크 연출 2"
11660104,103,"",116601,"인연 랭크 연출 3"
11660105,104,"",116601,"인연 랭크 연출 4"
11660106,105,"",116601,"인연 랭크 연출 5"
11660107,106,"",116601,"인연 랭크 연출 6"
11660108,107,"",116601,"인연 랭크 연출 7"
11670101,201,"",116701,"획득 연출 1"
11670102,101,"",116701,"인연 랭크 연출 1"
11670103,102,"",116701,"인연 랭크 연출 2"
11670104,103,"",116701,"인연 랭크 연출 3"
11670105,104,"",116701,"인연 랭크 연출 4"
11670106,105,"",116701,"인연 랭크 연출 5"
11670107,106,"",116701,"인연 랭크 연출 6"
11670108,107,"",116701,"인연 랭크 연출 7"
11680101,201,"",116801,"획득 연출 1"
11680102,101,"",116801,"인연 랭크 연출 1"
11680103,102,"",116801,"인연 랭크 연출 2"
11680104,103,"",116801,"인연 랭크 연출 3"
11680105,104,"",116801,"인연 랭크 연출 4"
11680106,105,"",116801,"인연 랭크 연출 5"
11680107,106,"",116801,"인연 랭크 연출 6"
11680108,107,"",116801,"인연 랭크 연출 7"
11690101,201,"",116901,"획득 연출 1"
11690102,101,"",116901,"인연 랭크 연출 1"
11690103,102,"",116901,"인연 랭크 연출 2"
11690104,103,"",116901,"인연 랭크 연출 3"
11690105,104,"",116901,"인연 랭크 연출 4"
11690106,105,"",116901,"인연 랭크 연출 5"
11690107,106,"",116901,"인연 랭크 연출 6"
11690108,107,"",116901,"인연 랭크 연출 7"
11700101,201,"",117001,"획득 연출 1"
11700102,101,"",117001,"인연 랭크 연출 1"
11700103,102,"",117001,"인연 랭크 연출 2"
11700104,103,"",117001,"인연 랭크 연출 3"
11700105,104,"",117001,"인연 랭크 연출 4"
11700106,105,"",117001,"인연 랭크 연출 5"
11700107,106,"",117001,"인연 랭크 연출 6"
11700108,107,"",117001,"인연 랭크 연출 7"
11710101,201,"",117101,"획득 연출 1"
11710102,101,"",117101,"인연 랭크 연출 1"
11710103,102,"",117101,"인연 랭크 연출 2"
11710104,103,"",117101,"인연 랭크 연출 3"
11710105,104,"",117101,"인연 랭크 연출 4"
11710106,105,"",117101,"인연 랭크 연출 5"
11710107,106,"",117101,"인연 랭크 연출 6"
11710108,107,"",117101,"인연 랭크 연출 7"
11720101,201,"",117201,"획득 연출 1"
11720102,101,"",117201,"인연 랭크 연출 1"
11720103,102,"",117201,"인연 랭크 연출 2"
11720104,103,"",117201,"인연 랭크 연출 3"
11720105,104,"",117201,"인연 랭크 연출 4"
11720106,105,"",117201,"인연 랭크 연출 5"
11720107,106,"",117201,"인연 랭크 연출 6"
11720108,107,"",117201,"인연 랭크 연출 7"
11730101,201,"",117301,"획득 연출 1"
11730102,101,"",117301,"인연 랭크 연출 1"
11730103,102,"",117301,"인연 랭크 연출 2"
11730104,103,"",117301,"인연 랭크 연출 3"
11730105,104,"",117301,"인연 랭크 연출 4"
11730106,105,"",117301,"인연 랭크 연출 5"
11730107,106,"",117301,"인연 랭크 연출 6"
11730108,107,"",117301,"인연 랭크 연출 7"
11740101,201,"",117401,"획득 연출 1"
11740102,101,"",117401,"인연 랭크 연출 1"
11740103,102,"",117401,"인연 랭크 연출 2"
11740104,103,"",117401,"인연 랭크 연출 3"
11740105,104,"",117401,"인연 랭크 연출 4"
11740106,105,"",117401,"인연 랭크 연출 5"
11740107,106,"",117401,"인연 랭크 연출 6"
11740108,107,"",117401,"인연 랭크 연출 7"
11750101,201,"",117501,"획득 연출 1"
11750102,101,"",117501,"인연 랭크 연출 1"
11750103,102,"",117501,"인연 랭크 연출 2"
11750104,103,"",117501,"인연 랭크 연출 3"
11750105,104,"",117501,"인연 랭크 연출 4"
11750106,105,"",117501,"인연 랭크 연출 5"
11750107,106,"",117501,"인연 랭크 연출 6"
11750108,107,"",117501,"인연 랭크 연출 7"
11760101,201,"",117601,"획득 연출 1"
11760102,101,"",117601,"인연 랭크 연출 1"
11760103,102,"",117601,"인연 랭크 연출 2"
11760104,103,"",117601,"인연 랭크 연출 3"
11760105,104,"",117601,"인연 랭크 연출 4"
11760106,105,"",117601,"인연 랭크 연출 5"
11760107,106,"",117601,"인연 랭크 연출 6"
11760108,107,"",117601,"인연 랭크 연출 7"
11770101,201,"",117701,"획득 연출 1"
11770102,101,"",117701,"인연 랭크 연출 1"
11770103,102,"",117701,"인연 랭크 연출 2"
11770104,103,"",117701,"인연 랭크 연출 3"
11770105,104,"",117701,"인연 랭크 연출 4"
11770106,105,"",117701,"인연 랭크 연출 5"
11770107,106,"",117701,"인연 랭크 연출 6"
11770108,107,"",117701,"인연 랭크 연출 7"
11780101,201,"",117801,"획득 연출 1"
11780102,101,"",117801,"인연 랭크 연출 1"
11780103,102,"",117801,"인연 랭크 연출 2"
11780104,103,"",117801,"인연 랭크 연출 3"
11780105,104,"",117801,"인연 랭크 연출 4"
11780106,105,"",117801,"인연 랭크 연출 5"
11780107,106,"",117801,"인연 랭크 연출 6"
11780108,107,"",117801,"인연 랭크 연출 7"
11790101,201,"",117901,"획득 연출 1"
11790102,101,"",117901,"인연 랭크 연출 1"
11790103,102,"",117901,"인연 랭크 연출 2"
11790104,103,"",117901,"인연 랭크 연출 3"
11790105,104,"",117901,"인연 랭크 연출 4"
11790106,105,"",117901,"인연 랭크 연출 5"
11790107,106,"",117901,"인연 랭크 연출 6"
11790108,107,"",117901,"인연 랭크 연출 7"
11800101,201,"",118001,"획득 연출 1"
11800102,101,"",118001,"인연 랭크 연출 1"
11800103,102,"",118001,"인연 랭크 연출 2"
11800104,103,"",118001,"인연 랭크 연출 3"
11800105,104,"",118001,"인연 랭크 연출 4"
11800106,105,"",118001,"인연 랭크 연출 5"
11800107,106,"",118001,"인연 랭크 연출 6"
11800108,107,"",118001,"인연 랭크 연출 7"
11810101,201,"",118101,"획득 연출 1"
11810102,101,"",118101,"인연 랭크 연출 1"
11810103,102,"",118101,"인연 랭크 연출 2"
11810104,103,"",118101,"인연 랭크 연출 3"
11810105,104,"",118101,"인연 랭크 연출 4"
11810106,105,"",118101,"인연 랭크 연출 5"
11810107,106,"",118101,"인연 랭크 연출 6"
11810108,107,"",118101,"인연 랭크 연출 7"
11820101,201,"",118201,"획득 연출 1"
11820102,101,"",118201,"인연 랭크 연출 1"
11820103,102,"",118201,"인연 랭크 연출 2"
11820104,103,"",118201,"인연 랭크 연출 3"
11820105,104,"",118201,"인연 랭크 연출 4"
11820106,105,"",118201,"인연 랭크 연출 5"
11820107,106,"",118201,"인연 랭크 연출 6"
11820108,107,"",118201,"인연 랭크 연출 7"
11850101,201,"",118501,"획득 연출 1"
11850102,101,"",118501,"인연 랭크 연출 1"
11850103,102,"",118501,"인연 랭크 연출 2"
11850104,103,"",118501,"인연 랭크 연출 3"
11850105,104,"",118501,"인연 랭크 연출 4"
11850106,105,"",118501,"인연 랭크 연출 5"
11850107,106,"",118501,"인연 랭크 연출 6"
11850108,107,"",118501,"인연 랭크 연출 7"
11860101,201,"",118601,"획득 연출 1"
11860102,101,"",118601,"인연 랭크 연출 1"
11860103,102,"",118601,"인연 랭크 연출 2"
11860104,103,"",118601,"인연 랭크 연출 3"
11860105,104,"",118601,"인연 랭크 연출 4"
11860106,105,"",118601,"인연 랭크 연출 5"
11860107,106,"",118601,"인연 랭크 연출 6"
11860108,107,"",118601,"인연 랭크 연출 7"
11900101,201,"",119001,"획득 연출 1"
11900102,101,"",119001,"인연 랭크 연출 1"
11900103,102,"",119001,"인연 랭크 연출 2"
11900104,103,"",119001,"인연 랭크 연출 3"
11900105,104,"",119001,"인연 랭크 연출 4"
11900106,105,"",119001,"인연 랭크 연출 5"
11900107,106,"",119001,"인연 랭크 연출 6"
11900108,107,"",119001,"인연 랭크 연출 7"
11910101,201,"",119101,"획득 연출 1"
11910102,101,"",119101,"인연 랭크 연출 1"
11910103,102,"",119101,"인연 랭크 연출 2"
11910104,103,"",119101,"인연 랭크 연출 3"
11910105,104,"",119101,"인연 랭크 연출 4"
11910106,105,"",119101,"인연 랭크 연출 5"
11910107,106,"",119101,"인연 랭크 연출 6"
11910108,107,"",119101,"인연 랭크 연출 7"
11920101,201,"",119201,"획득 연출 1"
11920102,101,"",119201,"인연 랭크 연출 1"
11920103,102,"",119201,"인연 랭크 연출 2"
11920104,103,"",119201,"인연 랭크 연출 3"
11920105,104,"",119201,"인연 랭크 연출 4"
11920106,105,"",119201,"인연 랭크 연출 5"
11920107,106,"",119201,"인연 랭크 연출 6"
11920108,107,"",119201,"인연 랭크 연출 7"
11930101,201,"",119301,"획득 연출 1"
11930102,101,"",119301,"인연 랭크 연출 1"
11930103,102,"",119301,"인연 랭크 연출 2"
11930104,103,"",119301,"인연 랭크 연출 3"
11930105,104,"",119301,"인연 랭크 연출 4"
11930106,105,"",119301,"인연 랭크 연출 5"
11930107,106,"",119301,"인연 랭크 연출 6"
11930108,107,"",119301,"인연 랭크 연출 7"
11990101,201,"",119901,"획득 연출 1"
11990102,101,"",119901,"인연 랭크 연출 1"
