name,listen_start_time,cue_id,total_playing_time,sheet_id,music_id,detail
"선! 샤인 PARTY",0:51,bgm_M594,1:34,bgm_M594,227,"캐릭터 송\n\n시간 / 01:34\n노래 / 아오이(하나자와 카나)\n유카리(이마이 아사미)\n쥰(카와스미 아야코)\n작사 / no_my\n작곡 / no_my\n편곡 / 아오야기 료"
"자, 가자! 영묘한 숲속으로",0:00,bgm_M599A_juke,1:18,bgm_M599A,228,"메인 퀘스트\n\n시간 / 01:18\n작곡 / 나가토 치하루(Cygames)\n편곡 / 나가토 치하루(Cygames)"
"트윙클 서머 게임 여름 바다에 빛나는 세 가지 마음",0:00,bgm_M601_juke,1:14,bgm_M601,229,"스토리 이벤트 테마\n-｢Secret Star｣ 어레인지-\n\n시간 / 01:14\n작곡 / PandaBoY\n편곡 / 하타다 히로타카(Cygames)"
"해상 장관 해마 커맨더",0:00,bgm_M604_juke,2:31,bgm_M604,230,"스토리 이벤트 보스 배틀\n\n시간 / 02:31\n작곡 / 나카가와 타카아키\n편곡 / 나카가와 타카아키"
"Secret Star",0:43,bgm_M606,1:30,bgm_M606,231,"캐릭터 송\n\n시간 / 01:30\n노래 / 유이(타네다 리사)\n히요리(토야마 나오)\n레이(하야미 사오리)\n작사 / PandaBoY\n작곡 / PandaBoY\n편곡 / PandaBoY"
"달려 나가라 한여름! 얼티메이트 비치 플래그스",0:00,bgm_M605_juke,1:42,bgm_M605,232,"미니 게임\n-｢Secret Star｣ 어레인지-\n\n시간 / 01:42\n작곡 / PandaBoY\n편곡 / 세키네 슈헤이(Cygames)"
"리틀 서머 메모리즈 물가에서 찾아낸 작은 행복",0:00,bgm_M608_juke,1:08,bgm_M608,233,"스토리 이벤트 테마\n-｢두근두근 SUMMER TIME!｣ 어레인지-\n\n시간 / 01:08\n작곡 / 타키자와 슌스케(TRYTONELABO)\n편곡 / Enarak(Cygames)"
"문 레이 게이트",0:00,bgm_M611_juke,3:10,bgm_M611,234,"스토리 이벤트 보스 배틀\n-｢두근두근 SUMMER TIME!｣ 어레인지-\n\n시간 / 03:10\n작곡 / 타키자와 슌스케(TRYTONELABO)\n편곡 / 이치하시 타쿠야(Cygames)"
"두근두근 SUMMER TIME!",0:48,bgm_M607,1:31,bgm_M607,235,"캐릭터 송\n\n시간 / 01:31\n노래 / 쿄우카(오구라 유이)\n미소기(모로호시 스미레)\n미미(히다카 리나)\n작사 / Mitsu(TRYTONELABO)\n작곡 / 타키자와 슌스케(TRYTONELABO)\n편곡 / 타키자와 슌스케(TRYTONELABO)"
"뮤뮤 무럭무럭 일기",0:00,bgm_M612_juke,2:40,bgm_M612,236,"스토리 이벤트 미니 콘텐츠\n-｢두근두근 SUMMER TIME!｣ 어레인지-\n\n시간 / 02:40\n작곡 / 타키자와 슌스케(TRYTONELABO)\n편곡 / 하타다 히로타카(Cygames)"
"마호마호 미라클 저니! 여행하는 소녀와 땅끝의 커다란 나무",0:00,bgm_M618_juke,2:02,bgm_M618,237,"스토리 이벤트 테마\n-｢밝고 화려한 소녀의 여행｣ 어레인지-\n\n시간 / 02:02\n작곡 / 카나야마 슈지(Dream Monster)\n편곡 / 타다 아키후미"
"애집의 바로메츠",0:00,bgm_M621_juke,1:30,bgm_M621,238,"스토리 이벤트 보스 배틀\n-｢밝고 화려한 소녀의 여행｣ 어레인지-\n\n시간 / 01:30\n작곡 / Enarak(Cygames)\n편곡 / Enarak(Cygames)"
"밝고 화려한 소녀의 여행",0:55,bgm_M617,1:36,bgm_M617,239,"캐릭터 송\n\n시간 / 01:36\n노래 / 마호(우치다 마아야)\n작사 / 카나야마 슈지(Dream Monster)\n작곡 / 카나야마 슈지(Dream Monster)\n편곡 / 카나야마 슈지(Dream Monster)"
"좋아요! 러브! 총집합! 지고의 제전과 소녀의 비밀스런 덕질",0:00,bgm_M623_juke,1:34,bgm_M623,240,"스토리 이벤트 테마\n-｢O-TA-O-TA WORLD｣ 어레인지-\n\n시간 / 01:34\n작곡 / Heart's Cry (TOKYO LOGIC)\n편곡 / 이치하시 타쿠야(Cygames)"
"광란의 스트리머ㆍ카가미",0:00,bgm_M625_juke,2:00,bgm_M625,241,"스토리 이벤트 보스 배틀\n\n시간 / 02:00\n작곡 / 에노모토 미와코(Cygames)\n편곡 / 에노모토 미와코(Cygames)"
"O-TA-O-TA WORLD",1:01,bgm_M622,1:35,bgm_M622,242,"캐릭터 송\n\n시간 / 01:35\n노래 / 토모(치하라 미노리)\n나나카(요시무라 하루카)\n린(코이와이 코토리)\n작사 / Heart's Cry (TOKYO LOGIC)\n작곡 / Heart's Cry (TOKYO LOGIC)\n편곡 / Heart's Cry (TOKYO LOGIC)"
"트라이벌 스피리츠 치켜올린 검과 긍지의 가교",0:00,bgm_M630_juke,1:37,bgm_M630,243,"스토리 이벤트 테마\n-｢Knight's Soul｣ 어레인지-\n\n시간 / 01:37\n작곡 / 시타라 테츠야\n편곡 / 하타다 히로타카(Cygames)"
"흑요석 골렘",0:00,bgm_M634_juke,1:59,bgm_M634,244,"스토리 이벤트 보스 배틀\n\n시간 / 01:59\n작곡 / 니시무라 싱고\n편곡 / 니시무라 싱고"
"Knight's Soul",0:52,bgm_M637,1:28,bgm_M637,245,"캐릭터 송\n\n시간 / 01:28\n노래 / 마츠리(시모다 아사미)\n크리스티나(타카하시 치아키)\n작사 / eNu\n작곡 / 시타라 테츠야\n편곡 / 시타라 테츠야"
"해피 해프닝 행복의 쌍둥이 천사와 성야의 선물",0:00,bgm_M638_juke,1:08,bgm_M638,246,"스토리 이벤트 테마\n-｢첫눈 트윈 어프로치｣ 어레인지-\n\n시간 / 01:08\n작곡 / 모리모토 렌\n편곡 / 나카무라 사오리(Cygames)"
"언해피 트렌트",0:00,bgm_M641_juke,2:01,bgm_M641,247,"스토리 이벤트 보스 배틀\n\n시간 / 02:01\n작곡 / 모리야 하야토\n편곡 / 모리야 하야토"
"첫눈 트윈 어프로치",0:52,bgm_M656,1:29,bgm_M656,248,"캐릭터 송\n\n시간 / 01:29\n노래 / 요리(하라 사유리)\n아카리(아사쿠라 아즈미)\n작사 / 모리모토 렌\n작곡 / 모리모토 렌\n편곡 / 모리모토 렌"
"온천 수증기 망년기담 새해 첫날 해돋이에 잔을",0:00,bgm_M647_juke,1:21,bgm_M647,249,"스토리 이벤트 테마\n-｢ma.sa.yu.me.｣ 어레인지-\n\n시간 / 01:21\n작곡 / 우츠미 타카아키\n편곡 / 사토 하루카(Cygames)"
"추악한 온천의 신ㆍ양란",0:00,bgm_M650_juke,1:54,bgm_M650,250,"스토리 이벤트 보스 배틀\n\n시간 / 01:54\n작곡 / 카메이 루미\n편곡 / 카메이 루미"
ma.sa.yu.me.,1:05,bgm_M666,1:39,bgm_M666,251,"캐릭터 송\n\n시간 / 01:39\n노래 / 호마레(오오니시 사오리)\n미사토(코우다 마리코)\n작사 / 우츠미 타카아키\n작곡 / 우츠미 타카아키\n편곡 / 우츠미 타카아키"
"신춘 일일 온천",0:00,bgm_M651_juke,2:04,bgm_M651,252,"스토리 이벤트 미니 콘텐츠\n-｢ma.sa.yu.me.｣ 어레인지-\n\n시간 / 02:04\n작곡 / 우츠미 타카아키\n편곡 / Enarak(Cygames)"
"종염의 엘리시온",0:00,bgm_M643_juke,1:03,bgm_M643,253,"종염의 엘리시온\n\n시간 / 01:03\n작곡 / 나카마치 토모히로\n편곡 / 나카마치 토모히로"
"되살아난 위협들",0:00,bgm_M645_juke,2:05,bgm_M645,254,"종염의 엘리시온 보스 배틀\n\n시간 / 02:05\n작곡 / 우에다 요시헤이\n편곡 / 우에다 요시헤이"
"거짓된 구원자",0:00,bgm_M646_Mode1_juke,1:35,bgm_M646,255,"종염의 엘리시온 보스 배틀\n\n시간 / 01:35\n작곡 / 치바 아즈사(Cygames), 세키네 슈헤이(Cygames)\n편곡 / 세키네 슈헤이(Cygames)"
"종염을 관장하는 마술사",0:00,bgm_M646_Mode2_juke,1:40,bgm_M646,256,"종염의 엘리시온 보스 배틀\n\n시간 / 01:40\n작곡 / 치바 아즈사(Cygames), 세키네 슈헤이(Cygames)\n편곡 / 세키네 슈헤이(Cygames)"
"불가사의한 힘을 추구하는 자",0:00,bgm_M646_Mode3_juke,2:00,bgm_M646,257,"종염의 엘리시온 보스 배틀\n-｢Mirage Game｣ 어레인지-\n\n시간 / 02:00\n작곡 / 타나카 코헤이\n편곡 / 요시카와 미쿠, 세키네 슈헤이(Cygames)"
"희망을 꿈꾸는 낙원",0:00,bgm_M659_juke,1:00,bgm_M659,258,"스토리 이벤트 테마\n-｢Never Lose Again｣ 어레인지-\n\n시간 / 01:00\n작곡 / 오쿠이 코우스케\n편곡 / 에노모토 미와코(Cygames)"
"불확실한 미래라도",0:00,bgm_M660_juke,1:17,bgm_M660,259,"스토리 이벤트 테마\n-｢Never Lose Again｣ 어레인지-\n\n시간 / 01:17\n작곡 / 오쿠이 코우스케\n편곡 / Enarak(Cygames)"
"낙원의 수호자",0:00,bgm_M664_juke,2:12,bgm_M664,260,"스토리 이벤트 보스 배틀\n\n시간 / 02:12\n작곡 / 니시키 야스노리\n편곡 / 사토 하루카(Cygames)"
"영원의 정원을 형상화하는 자",0:00,bgm_M665_juke,3:26,bgm_M665,261,"스토리 이벤트 보스 배틀\n\n시간 / 03:26\n작곡 / 하타다 히로타카(Cygames)\n편곡 / 하타다 히로타카(Cygames)"
"Never Lose Again",0:42,bgm_M667,1:22,bgm_M667,262,"캐릭터 송\n\n시간 / 01:22\n노래 / 무이미(한 메구미)\n작사 / 이나바 에미\n작곡 / 오쿠이 코우스케\n편곡 / 오쿠이 코우스케"
"고양이와 막과자 찻집 카페 나슈카체에 어서 오세요",0:00,bgm_M668_juke,1:39,bgm_M668,263,"스토리 이벤트 테마\n-｢냥더풀 스윙｣ 어레인지-\n\n시간 / 01:39\n작곡 / TAKT(TRYTONELABO)\n편곡 / 사토 하루카(Cygames)"
"재앙을 끌어당기는 복 고양이",0:00,bgm_M671_juke,1:34,bgm_M671,264,"스토리 이벤트 보스 배틀\n\n시간 / 01:34\n작곡 / 타다 아키후미\n편곡 / 타다 아키후미"
"냥더풀 스윙",0:51,bgm_M674,1:35,bgm_M674,265,"캐릭터 송\n\n시간 / 01:35\n노래 / 타마키(누마쿠라 마나미)\n작사 / TAKT(TRYTONELABO)\n작곡 / TAKT(TRYTONELABO)\n편곡 / TAKT(TRYTONELABO)"
"Dears 어서 와&다녀왔어의 약속",0:00,bgm_MC017_juke,1:21,bgm_MC017,266,"스토리 이벤트 테마\n-｢내 색깔의 STORY｣ 어레인지-\n\n시간 / 01:21\n작곡 / 타카기 류이치(Dream Monster)\n편곡 / Max Mullowney(Cygames)"
"대왕 성성이",0:00,bgm_MC020_juke,2:31,bgm_MC020,267,"스토리 이벤트 보스 배틀\n\n시간 / 02:31\n작곡 / 코나카라 타카시\n편곡 / 코나카라 타카시"
"내 색깔의 STORY",0:59,bgm_MC034,1:29,bgm_MC034,268,"캐릭터 송\n\n시간 / 01:29\n노래 / 시오리(코시미즈 아미)\n작사 / Cocoro.(Dream Monster)\n작곡 / 타카기 류이치(Dream Monster)\n편곡 / 타카기 류이치(Dream Monster)"
"마물 생태 보고서",0:00,bgm_MC021_juke,2:19,bgm_MC021,269,"스토리 이벤트 미니 콘텐츠\n-｢내 색깔의 STORY｣ 어레인지-\n\n시간 / 02:19\n작곡 / 타카기 류이치(Dream Monster)\n편곡 / Enarak(Cygames)"
"만화경 색채의 신세계",0:00,bgm_MC001_juke,2:06,bgm_MC001,270,"메인 퀘스트\n\n시간 / 02:06\n작곡 / 사토 하루카(Cygames)\n편곡 / 사토 하루카(Cygames)"
"지오 테오고니아의 싸움",0:00,bgm_MC022_juke,1:23,bgm_MC022,271,"메인 퀘스트\n\n시간 / 01:23\n작곡 / 하세베 쇼(Cygames)\n편곡 / 하세베 쇼(Cygames)"
"커넥트 위드 블루 소녀가 하늘에 닿기까지",0:00,bgm_MC026_juke,2:09,bgm_MC026,272,"스토리 이벤트 테마\n-｢날개의 프롤로그｣ 어레인지-\n\n시간 / 02:09\n작곡 / 혼다 유우키(Arte Refact)\n편곡 / 하타다 히로타카(Cygames)"
"예지의 연금술사ㆍ모브",0:00,bgm_MC029_juke,2:08,bgm_MC029,273,"스토리 이벤트 보스 배틀\n\n시간 / 02:08\n작곡 / Enarak(Cygames)\n편곡 / Enarak(Cygames)"
"날개의 프롤로그",1:03,bgm_MC035,1:32,bgm_MC035,274,"캐릭터 송\n\n시간 / 01:32\n노래 / 지타(카네모토 히사코)\n작사 / 마사키 에리카\n작곡 / 혼다 유우키(Arte Refact)\n편곡 / 혼다 유우키(Arte Refact)"
"랜드솔 한 번뿐인 인연",0:00,bgm_MC030_juke,1:58,bgm_MC030,275,"스토리 이벤트 미니 콘텐츠\n-｢날개의 프롤로그｣ 어레인지-\n\n시간 / 01:58\n작곡 / 혼다 유우키(Arte Refact)\n편곡 / 카메이 루미"
"차원 단층",0:00,bgm_MC007_juke,1:07,bgm_MC007,276,"차원 단층\n\n시간 / 01:07\n작곡 / Enarak(Cygames)\n편곡 / Enarak(Cygames)"
"차원의 틈새에 나타난 위협",0:00,bgm_MC008_juke,1:46,bgm_MC008,277,"차원 단층\n\n시간 / 01:46\n작곡 / 나카무라 히로시\n편곡 / 나카무라 히로시"
"화려한 세계의 강적",0:00,bgm_MC023_juke,1:32,bgm_MC023,278,"메인 퀘스트 보스 배틀\n\n시간 / 01:32\n작곡 / 나카마치 토모히로\n편곡 / 나카마치 토모히로"
"뱀파이어 포크로어 밤과 미의 향연",0:00,bgm_MC036_juke,1:13,bgm_MC036,279,"스토리 이벤트 테마\n-｢Gothical Radical † Eternal Wedding｣\n어레인지-\n\n시간 / 01:13\n작곡 / 케가니(LIVE LAB.)\n편곡 / 사토 하루카(Cygames)"
"변모한 종자ㆍ블라드",0:00,bgm_MC039_juke,2:07,bgm_MC039,280,"스토리 이벤트 보스 배틀\n\n시간 / 02:07\n작곡 / 세키네 슈헤이(Cygames)\n편곡 / 세키네 슈헤이(Cygames)"
"Gothical Radical † Eternal Wedding",0:48,bgm_MC052,1:29,bgm_MC052,281,"캐릭터 송\n\n시간 / 01:29\n노래 / 이리야(탄게 사쿠라)\n작사 / 케가니(LIVE LAB.)\n작곡 / 케가니(LIVE LAB.)\n편곡 / 케가니(LIVE LAB.)"
"유키의 심미회",0:00,bgm_MC040_juke,1:28,bgm_MC040,282,"스토리 이벤트 미니 콘텐츠\n-｢Gothical Radical † Eternal Wedding｣\n어레인지-\n\n시간 / 01:28\n작곡 / 케가니(LIVE LAB.)\n편곡 / 나카무라 사오리(Cygames)"
"프린세스 파이트☆",0:00,bgm_M06_juke,0:54,bgm_M06,283,"메인 퀘스트\n\n시간 / 00:54\n작곡 / 니시키 야스노리\n편곡 / 니시키 야스노리"
"엘피스 섬의 전투",0:00,bgm_M169_juke,1:10,bgm_M169,284,"메인 퀘스트\n\n시간 / 01:10\n작곡 / 시라이 유우키(Cygames)\n편곡 / 시라이 유우키(Cygames)"
"오마의 물 텅텅 대작전 비밀주의자와 금단의 바다",0:00,bgm_MC046_juke,1:14,bgm_MC046,285,"스토리 이벤트 테마\n-｢메타몰 컬라이더스코프｣ 어레인지-\n\n시간 / 01:14\n작곡 / 야시킨\n편곡 / 모리야 하야토"
"부활한 흰 섬고래",0:00,bgm_MC048_juke,2:28,bgm_MC048,286,"스토리 이벤트 보스 배틀\n\n시간 / 02:28\n작곡 / 히가시오지 켄타\n편곡 / 나카마치 토모히로"
"메타몰 컬라이더스코프",0:51,bgm_MC055,1:29,bgm_MC055,287,"캐릭터 송\n\n시간 / 01:29\n노래 / 네네카(이구치 유카)\n작사 / 타카세 아이코\n작곡 / 야시킨\n편곡 / 야시킨"
"프린세스의 비밀",0:00,bgm_MC049_juke,1:42,bgm_MC049,288,"스토리 이벤트 미니 콘텐츠\n-｢메타몰 컬라이더스코프｣ 어레인지-\n\n시간 / 01:42\n작곡 / 야시킨\n편곡 / 츠카고시 렌"
"고메 체이서 호, 출발!",0:00,bgm_MC043_juke,1:39,bgm_MC043,289,"캐러밴\n-｢Precious Journey｣ 어레인지-\n\n시간 / 01:39\n작곡 / 히가시오지 켄타\n편곡 / 이치하시 타쿠야(Cygames)"
"전율 유기 해안 ~서머 리조트 스릴러즈~",0:00,bgm_MC056_juke,1:08,bgm_MC056,290,"스토리 이벤트 테마\n-｢사랑의 인연｣ 어레인지-\n\n시간 / 01:08\n작곡 / 마츠자카 코우지(SUPA LOVE)\n편곡 / 세키네 슈헤이(Cygames)"
"그루지 레이스",0:00,bgm_MC058_juke,1:27,bgm_MC058,291,"스토리 이벤트 보스 배틀\n\n시간 / 01:27\n작곡 / 하타다 히로타카(Cygames)\n편곡 / 하타다 히로타카(Cygames)"
"사랑의 인연",0:55,bgm_MC072_juke,1:33,bgm_MC072,292,"캐릭터 송\n\n시간 / 01:33\n노래 / 란파(하라다 사야카)\n작사 / 마츠자카 코우지(SUPA LOVE)\n작곡 / 마츠자카 코우지(SUPA LOVE)\n편곡 / 마츠자카 코우지(SUPA LOVE)"
"Precious Journey",1:00,bgm_MC070_juke,1:50,bgm_MC070,293,"캐릭터 송\n\n시간 / 01:50\n노래 / 페코린느(ＭㆍＡㆍＯ)\n콧코로(이토 미쿠)\n캬루(타치바나 리카)\n리리(스즈키 미노리)\n크리아(마에다 카오리)\n프레시아(타카오 카논)\n작사 / 마이쿠스기야마\n작곡 / 히가시오지 켄타\n편곡 / 히가시오지 켄타"
"노을빛 샛길",0:52,bgm_MC071_juke,1:32,bgm_MC071,294,"캐릭터 송\n\n시간 / 01:32\n노래 / 페코린느(ＭㆍＡㆍＯ)\n콧코로(이토 미쿠)\n캬루(타치바나 리카)\n작사 / 세나 와타루(SOVA)\n작곡 / 시라토 유스케(Dream Monster)\n편곡 / 시라토 유스케(Dream Monster)"
"위자딩 청춘 데이즈 마법 학원과 기적의 종",0:00,bgm_MC063_juke,1:24,bgm_MC063,295,"스토리 이벤트 테마\n-｢그 봄, 일기의 연장선으로부터｣ 어레인지-\n\n시간 / 01:24\n작곡 / 세나 와타루(SOVA)\n편곡 / 나카가와 타카아키"
"풀려난 폭마ㆍ아르게스",0:00,bgm_MC066_juke,2:25,bgm_MC066,296,"스토리 이벤트 보스 배틀\n\n시간 / 02:25\n작곡 / 마츠오 하야토\n편곡 / 마츠오 하야토"
"그 봄, 일기의 연장선으로부터",0:42,bgm_MC073,1:29,bgm_MC073,297,"캐릭터 송\n\n시간 / 01:29\n노래 / 캬루(타치바나 리카)\n작사 / 세나 와타루(SOVA)\n작곡 / 세나 와타루(SOVA)\n편곡 / 세나 와타루(SOVA)"
"라이라엘",0:00,bgm_MC024_juke,2:37,bgm_MC024,298,"캐릭터 테마\n-｢수많은 꽃으로 물든 신천지｣ 어레인지-\n\n시간 / 02:37\n작곡 / 모리야 하야토ㆍ사토 하루카(Cygames)\n편곡 / 모리야 하야토"
"공부할 준비됐어?",0:00,bgm_MC067_juke,1:19,bgm_MC067,299,"미니 게임\n-｢그 봄, 일기의 연장선으로부터｣ 어레인지-\n\n시간 / 01:19\n작곡 / 세나 와타루(SOVA)\n편곡 / 하타다 히로타카(Cygames)"
"방과 후 에듀케이션",0:00,bgm_MC068_juke,1:15,bgm_MC068,300,"미니 게임\n-｢그 봄, 일기의 연장선으로부터｣ 어레인지-\n\n시간 / 01:15\n작곡 / 세나 와타루(SOVA)\n편곡 / Enarak(Cygames)"
"로맨싱 사라사리아 ~사막의 신부와 불가사의한 램프~",0:00,bgm_MC075_juke,1:46,bgm_MC075,301,"스토리 이벤트 테마\n-｢Adenium｣ 어레인지-\n\n시간 / 01:46\n작곡 / 야마구치 아키히코\n편곡 / 하타다 히로타카(Cygames)"
"카리드",0:00,bgm_MC077_juke,2:18,bgm_MC077,302,"스토리 이벤트 보스 배틀\n\n시간 / 02:18\n작곡 / 우에다 요시헤이\n편곡 / 우에다 요시헤이"
Adenium,0:57,bgm_MC074,1:37,bgm_MC074,303,"캐릭터 송\n\n시간 / 01:37\n노래 / 사렌(호리에 유이)\n루카(사토 리나)\n작사 / 야마구치 아키히코\n작곡 / 야마구치 아키히코\n편곡 / 야마구치 아키히코"
"밴디 시스터즈",0:00,bgm_MC032_juke,1:59,bgm_MC032,304,"캐릭터 테마\n\n시간 / 01:59\n작곡 / 세키네 슈헤이(Cygames)\n편곡 / 세키네 슈헤이(Cygames)"
"몽환의 매리지 시뮬",0:00,bgm_MC078_juke,2:52,bgm_MC078,305,"스토리 이벤트 미니 콘텐츠\n-｢Adenium｣ 어레인지-\n\n시간 / 02:52\n작곡 / 야마구치 아키히코\n편곡 / 사토 하루카(Cygames)"
"마물이!!",0:00,bgm_M17_02_juke,0:50,bgm_M17,306,"메인 퀘스트 보스 배틀\n\n시간 / 00:50\n작곡 / 혼다 아키히로(Cygames)\n편곡 / 타다 아키후미"
"신천지의 강적",0:00,bgm_M170_juke,1:02,bgm_M170,307,"메인 퀘스트 보스 배틀\n\n시간 / 01:02\n작곡 / 히가시오지 켄타\n편곡 / 히가시오지 켄타"
"크리미널 루키 천사들의 패러독스",0:00,bgm_MC082_juke,1:31,bgm_MC082,308,"스토리 이벤트 테마\n-｢일리드 로터스｣ 어레인지-\n\n시간 / 01:31\n작곡 / 미야타니 레이지\n편곡 / 사토 하루카(Cygames)"
"최종 퀘스트입니다★",0:00,bgm_MC085_juke,2:15,bgm_MC085,309,"스토리 이벤트 보스 배틀\n\n시간 / 02:15\n작곡 / IM.Lab\n편곡 / IM.Lab"
"일리드 로터스",0:41,bgm_MC089,1:27,bgm_MC089,310,"캐릭터 송\n\n시간 / 01:27\n노래 / 리리(스즈키 미노리)\n크리아(마에다 카오리)\n프레시아(타카오 카논)\n작사 / 미야타니 레이지\n작곡 / 미야타니 레이지\n편곡 / 애시 이노우에(Dream Monster)"
"여행과 성장(과 반성)의 기록",0:00,bgm_MC083B_02_juke,1:35,bgm_MC083B,311,"스토리 이벤트 미니 콘텐츠\n-｢일리드 로터스｣ 어레인지-\n\n시간 / 01:35\n작곡 / 미야타니 레이지\n편곡 / 타야마 리나"
"얼터 메이든",0:00,bgm_MC002_juke,2:41,bgm_MC002,312,"캐릭터 테마\n\n시간 / 02:41\n작곡 / Enarak(Cygames)\n편곡 / Enarak(Cygames)"
"어드벤처",0:00,bgm_M615_juke,1:21,bgm_M615,313,"어드벤처\n\n시간 / 01:21\n작곡 / 니시무라 싱고\n편곡 / 니시무라 싱고"
"크라이ㆍ베이비ㆍ크리스마스 누군가를 위해 행복해지는 날",0:00,bgm_MC091_juke,1:06,bgm_MC091,314,"스토리 이벤트 테마\n-｢Christmas Blessing｣ 어레인지-\n\n시간 / 01:06\n작곡 / 타카하시 슈헤이(SUPA LOVE)\n편곡 / 마츠오 하야토"
"바실리스크 아로스",0:00,bgm_MC094_juke,1:50,bgm_MC094,315,"스토리 이벤트 보스 배틀\n\n시간 / 01:50\n작곡 / 타야마 리나\n편곡 / 타야마 리나"
"Christmas Blessing",0:50,bgm_MC090,1:32,bgm_MC090,316,"캐릭터 송\n\n시간 / 01:32\n노래 / 페코린느(MㆍAㆍO)\n크레짓타(Lynn)\n작사 / 후지와라 마사키(SUPA LOVE)\n작곡 / 타카하시 슈헤이(SUPA LOVE)\n편곡 / 타카하시 슈헤이(SUPA LOVE)\n스트링스 어레인지 / 소기 타쿠마(SUPA LOVE)"
"어드벤트 캘린더",0:00,bgm_MC095_juke,2:09,bgm_MC095,317,"스토리 이벤트 미니 콘텐츠\n-｢Christmas Blessing｣ 어레인지-\n\n시간 / 02:09\n작곡 / 타카하시 슈헤이 (SUPA LOVE)\n편곡 / Enarak(Cygames)"
"불이 활활 타오르는 밀림",0:00,bgm_MC079_juke,2:02,bgm_MC079,318,"메인 퀘스트\n\n시간 / 02:02\n작곡 / IM.Lab\n편곡 / IM.Lab"
"지오 게헤나의 전투",0:00,bgm_MC086_juke,1:38,bgm_MC086,319,"메인 퀘스트\n\n시간 / 01:38\n작곡 / 우에다 요시헤이\n편곡 / 우에다 요시헤이"
"영춘 드리머즈! 새해, 세뱃탄(메테오) 많이 받으세요!?",0:00,bgm_MC099_juke,1:10,bgm_MC099,320,"스토리 이벤트 테마\n-｢미래의 꿈｣ 어레인지-\n\n시간 / 01:10\n작곡 / 시노자키 아야토\n편곡 / 츠카고시 렌"
"메테오 인 드림",0:00,bgm_MC101_juke,2:44,bgm_MC101,321,"스토리 이벤트 보스 배틀\n\n시간 / 02:44\n작곡 / 사토 하루카(Cygames)\n편곡 / 사토 하루카(Cygames)"
"미래의 꿈",0:59,bgm_MC107,1:27,bgm_MC107,322,"캐릭터 송\n\n시간 / 01:27\n노래 / 하츠네(오오하시 아야카)\n작사 / 시노자키 아야토\n작곡 / 시노자키 아야토\n편곡 / 시노자키 아야토"
"새해 첫 꿈 챌린지",0:00,bgm_MC102_juke,1:31,bgm_MC102,323,"스토리 이벤트 미니 콘텐츠\n-｢미래의 꿈｣ 어레인지-\n\n시간 / 01:31\n작곡 / 시노자키 아야토\n편곡 / 코이데 야마토(Cygames)"
"불타는 세계의 강적",0:00,bgm_MC087_juke,1:40,bgm_MC087,324,"메인 퀘스트 보스 배틀\n\n시간 / 01:40\n작곡 / IM.Lab\n편곡 / IM.Lab"
"천재 발명가 셋째　후부키",0:00,bgm_MC081_Fubuki_juke,1:45,bgm_MC081,325,"EX 퀘스트 보스 배틀\n-｢밴디 시스터즈｣ 어레인지-\n\n시간 / 01:45\n작곡 / 세키네 슈헤이(Cygames)\n편곡 / 우에다 요시헤이"
"수난을 잘 당하는 둘째　와카나",0:00,bgm_MC081_Wakana_juke,1:45,bgm_MC081,326,"EX 퀘스트 보스 배틀\n-｢밴디 시스터즈｣ 어레인지-\n\n시간 / 01:45\n작곡 / 세키네 슈헤이(Cygames)\n편곡 / 우에다 요시헤이"
"호탕하고 씩씩한 첫째　야마토",0:00,bgm_MC081_Yamato_juke,1:45,bgm_MC081,327,"EX 퀘스트 보스 배틀\n-｢밴디 시스터즈｣ 어레인지-\n\n시간 / 01:45\n작곡 / 세키네 슈헤이(Cygames)\n편곡 / 우에다 요시헤이"
"네피＝네라",0:00,bgm_MC096_juke,2:30,bgm_MC096,328,"캐릭터 테마\n-｢불이 활활 타오르는 밀림｣ 어레인지-\n\n시간 / 02:30\n작곡 / IM.Lab\n편곡 / IM.Lab"
"거울에 비치는 방문자",0:00,bgm_MC110_juke,1:28,bgm_MC110,329,"스토리 이벤트 테마\n-｢Prayer｣ 어레인지-\n\n시간 / 01:28\n작곡 / 이토 츠바사\n편곡 / Enarak(Cygames)"
"다시 한번. 그리고, 다시는.",0:00,bgm_MC111_juke,2:31,bgm_MC111,330,"스토리 이벤트 테마\n-｢Prayer｣ 어레인지-\n\n시간 / 02:31\n작곡 / 이토 츠바사\n편곡 / 사토 하루카(Cygames)"
"붉은 안개의 정령",0:00,bgm_MC114_juke,1:51,bgm_MC114,331,"스토리 이벤트 보스 배틀\n\n시간 / 01:51\n작곡 / 세키네 슈헤이(Cygames)\n편곡 / 세키네 슈헤이(Cygames)"
"드러난 고충 아이라&시나츠",0:00,bgm_MC115_juke,2:28,bgm_MC115,332,"스토리 이벤트 보스 배틀\n\n시간 / 02:28\n작곡 / 히가시오지 켄타\n편곡 / 히가시오지 켄타"
Prayer,1:02,bgm_MC108,1:36,bgm_MC108,333,"캐릭터 송\n\n시간 / 01:36\n노래 / 에리스(쿠와시마 호우코)\n유이(타네다 리사)\n작사 / 이소가이 요시에\n작곡 / 이토 츠바사\n편곡 / 이토 츠바사"
