sheet_id,music_id,total_playing_time,listen_start_time,detail,name,cue_id
bgm_M604,230,2:31,0:00,"스토리 이벤트 보스 배틀\n\n시간 / 02:31\n작곡 / 나카가와 타카아키\n편곡 / 나카가와 타카아키","해상 장관 해마 커맨더",bgm_M604_juke
bgm_M606,231,1:30,0:43,"캐릭터 송\n\n시간 / 01:30\n노래 / 유이(타네다 리사)\n히요리(토야마 나오)\n레이(하야미 사오리)\n작사 / PandaBoY\n작곡 / PandaBoY\n편곡 / PandaBoY","Secret Star",bgm_M606
bgm_M605,232,1:42,0:00,"미니 게임\n-｢Secret Star｣ 어레인지-\n\n시간 / 01:42\n작곡 / PandaBoY\n편곡 / 세키네 슈헤이(Cygames)","달려 나가라 한여름! 얼티메이트 비치 플래그스",bgm_M605_juke
bgm_M608,233,1:08,0:00,"스토리 이벤트 테마\n-｢두근두근 SUMMER TIME!｣ 어레인지-\n\n시간 / 01:08\n작곡 / 타키자와 슌스케(TRYTONELABO)\n편곡 / Enarak(Cygames)","리틀 서머 메모리즈 물가에서 찾아낸 작은 행복",bgm_M608_juke
bgm_M611,234,3:10,0:00,"스토리 이벤트 보스 배틀\n-｢두근두근 SUMMER TIME!｣ 어레인지-\n\n시간 / 03:10\n작곡 / 타키자와 슌스케(TRYTONELABO)\n편곡 / 이치하시 타쿠야(Cygames)","문 레이 게이트",bgm_M611_juke
bgm_M607,235,1:31,0:48,"캐릭터 송\n\n시간 / 01:31\n노래 / 쿄우카(오구라 유이)\n미소기(모로호시 스미레)\n미미(히다카 리나)\n작사 / Mitsu(TRYTONELABO)\n작곡 / 타키자와 슌스케(TRYTONELABO)\n편곡 / 타키자와 슌스케(TRYTONELABO)","두근두근 SUMMER TIME!",bgm_M607
bgm_M612,236,2:40,0:00,"스토리 이벤트 미니 콘텐츠\n-｢두근두근 SUMMER TIME!｣ 어레인지-\n\n시간 / 02:40\n작곡 / 타키자와 슌스케(TRYTONELABO)\n편곡 / 하타다 히로타카(Cygames)","뮤뮤 무럭무럭 일기",bgm_M612_juke
bgm_M618,237,2:02,0:00,"스토리 이벤트 테마\n-｢밝고 화려한 소녀의 여행｣ 어레인지-\n\n시간 / 02:02\n작곡 / 카나야마 슈지(Dream Monster)\n편곡 / 타다 아키후미","마호마호 미라클 저니! 여행하는 소녀와 땅끝의 커다란 나무",bgm_M618_juke
bgm_M621,238,1:30,0:00,"스토리 이벤트 보스 배틀\n-｢밝고 화려한 소녀의 여행｣ 어레인지-\n\n시간 / 01:30\n작곡 / Enarak(Cygames)\n편곡 / Enarak(Cygames)","애집의 바로메츠",bgm_M621_juke
bgm_M617,239,1:36,0:55,"캐릭터 송\n\n시간 / 01:36\n노래 / 마호(우치다 마아야)\n작사 / 카나야마 슈지(Dream Monster)\n작곡 / 카나야마 슈지(Dream Monster)\n편곡 / 카나야마 슈지(Dream Monster)","밝고 화려한 소녀의 여행",bgm_M617
bgm_M623,240,1:34,0:00,"스토리 이벤트 테마\n-｢O-TA-O-TA WORLD｣ 어레인지-\n\n시간 / 01:34\n작곡 / Heart's Cry (TOKYO LOGIC)\n편곡 / 이치하시 타쿠야(Cygames)","좋아요! 러브! 총집합! 지고의 제전과 소녀의 비밀스런 덕질",bgm_M623_juke
bgm_M625,241,2:00,0:00,"스토리 이벤트 보스 배틀\n\n시간 / 02:00\n작곡 / 에노모토 미와코(Cygames)\n편곡 / 에노모토 미와코(Cygames)","광란의 스트리머ㆍ카가미",bgm_M625_juke
bgm_M622,242,1:35,1:01,"캐릭터 송\n\n시간 / 01:35\n노래 / 토모(치하라 미노리)\n나나카(요시무라 하루카)\n린(코이와이 코토리)\n작사 / Heart's Cry (TOKYO LOGIC)\n작곡 / Heart's Cry (TOKYO LOGIC)\n편곡 / Heart's Cry (TOKYO LOGIC)","O-TA-O-TA WORLD",bgm_M622
bgm_M630,243,1:37,0:00,"스토리 이벤트 테마\n-｢Knight's Soul｣ 어레인지-\n\n시간 / 01:37\n작곡 / 시타라 테츠야\n편곡 / 하타다 히로타카(Cygames)","트라이벌 스피리츠 치켜올린 검과 긍지의 가교",bgm_M630_juke
bgm_M634,244,1:59,0:00,"스토리 이벤트 보스 배틀\n\n시간 / 01:59\n작곡 / 니시무라 싱고\n편곡 / 니시무라 싱고","흑요석 골렘",bgm_M634_juke
bgm_M637,245,1:28,0:52,"캐릭터 송\n\n시간 / 01:28\n노래 / 마츠리(시모다 아사미)\n크리스티나(타카하시 치아키)\n작사 / eNu\n작곡 / 시타라 테츠야\n편곡 / 시타라 테츠야","Knight's Soul",bgm_M637
bgm_M638,246,1:08,0:00,"스토리 이벤트 테마\n-｢첫눈 트윈 어프로치｣ 어레인지-\n\n시간 / 01:08\n작곡 / 모리모토 렌\n편곡 / 나카무라 사오리(Cygames)","해피 해프닝 행복의 쌍둥이 천사와 성야의 선물",bgm_M638_juke
bgm_M641,247,2:01,0:00,"스토리 이벤트 보스 배틀\n\n시간 / 02:01\n작곡 / 모리야 하야토\n편곡 / 모리야 하야토","언해피 트렌트",bgm_M641_juke
bgm_M656,248,1:29,0:52,"캐릭터 송\n\n시간 / 01:29\n노래 / 요리(하라 사유리)\n아카리(아사쿠라 아즈미)\n작사 / 모리모토 렌\n작곡 / 모리모토 렌\n편곡 / 모리모토 렌","첫눈 트윈 어프로치",bgm_M656
bgm_M647,249,1:21,0:00,"스토리 이벤트 테마\n-｢ma.sa.yu.me.｣ 어레인지-\n\n시간 / 01:21\n작곡 / 우츠미 타카아키\n편곡 / 사토 하루카(Cygames)","온천 수증기 망년기담 새해 첫날 해돋이에 잔을",bgm_M647_juke
bgm_M650,250,1:54,0:00,"스토리 이벤트 보스 배틀\n\n시간 / 01:54\n작곡 / 카메이 루미\n편곡 / 카메이 루미","추악한 온천의 신ㆍ양란",bgm_M650_juke
bgm_M666,251,1:39,1:05,"캐릭터 송\n\n시간 / 01:39\n노래 / 호마레(오오니시 사오리)\n미사토(코우다 마리코)\n작사 / 우츠미 타카아키\n작곡 / 우츠미 타카아키\n편곡 / 우츠미 타카아키",ma.sa.yu.me.,bgm_M666
bgm_M651,252,2:04,0:00,"스토리 이벤트 미니 콘텐츠\n-｢ma.sa.yu.me.｣ 어레인지-\n\n시간 / 02:04\n작곡 / 우츠미 타카아키\n편곡 / Enarak(Cygames)","신춘 일일 온천",bgm_M651_juke
bgm_M643,253,1:03,0:00,"종염의 엘리시온\n\n시간 / 01:03\n작곡 / 나카마치 토모히로\n편곡 / 나카마치 토모히로","종염의 엘리시온",bgm_M643_juke
bgm_M645,254,2:05,0:00,"종염의 엘리시온 보스 배틀\n\n시간 / 02:05\n작곡 / 우에다 요시헤이\n편곡 / 우에다 요시헤이","되살아난 위협들",bgm_M645_juke
bgm_M646,255,1:35,0:00,"종염의 엘리시온 보스 배틀\n\n시간 / 01:35\n작곡 / 치바 아즈사(Cygames), 세키네 슈헤이(Cygames)\n편곡 / 세키네 슈헤이(Cygames)","거짓된 구원자",bgm_M646_Mode1_juke
bgm_M646,256,1:40,0:00,"종염의 엘리시온 보스 배틀\n\n시간 / 01:40\n작곡 / 치바 아즈사(Cygames), 세키네 슈헤이(Cygames)\n편곡 / 세키네 슈헤이(Cygames)","종염을 관장하는 마술사",bgm_M646_Mode2_juke
bgm_M646,257,2:00,0:00,"종염의 엘리시온 보스 배틀\n-｢Mirage Game｣ 어레인지-\n\n시간 / 02:00\n작곡 / 타나카 코헤이\n편곡 / 요시카와 미쿠, 세키네 슈헤이(Cygames)","불가사의한 힘을 추구하는 자",bgm_M646_Mode3_juke
bgm_M659,258,1:00,0:00,"스토리 이벤트 테마\n-｢Never Lose Again｣ 어레인지-\n\n시간 / 01:00\n작곡 / 오쿠이 코우스케\n편곡 / 에노모토 미와코(Cygames)","희망을 꿈꾸는 낙원",bgm_M659_juke
bgm_M660,259,1:17,0:00,"스토리 이벤트 테마\n-｢Never Lose Again｣ 어레인지-\n\n시간 / 01:17\n작곡 / 오쿠이 코우스케\n편곡 / Enarak(Cygames)","불확실한 미래라도",bgm_M660_juke
bgm_M664,260,2:12,0:00,"스토리 이벤트 보스 배틀\n\n시간 / 02:12\n작곡 / 니시키 야스노리\n편곡 / 사토 하루카(Cygames)","낙원의 수호자",bgm_M664_juke
bgm_M665,261,3:26,0:00,"스토리 이벤트 보스 배틀\n\n시간 / 03:26\n작곡 / 하타다 히로타카(Cygames)\n편곡 / 하타다 히로타카(Cygames)","영원의 정원을 형상화하는 자",bgm_M665_juke
bgm_M667,262,1:22,0:42,"캐릭터 송\n\n시간 / 01:22\n노래 / 무이미(한 메구미)\n작사 / 이나바 에미\n작곡 / 오쿠이 코우스케\n편곡 / 오쿠이 코우스케","Never Lose Again",bgm_M667
bgm_M668,263,1:39,0:00,"스토리 이벤트 테마\n-｢냥더풀 스윙｣ 어레인지-\n\n시간 / 01:39\n작곡 / TAKT(TRYTONELABO)\n편곡 / 사토 하루카(Cygames)","고양이와 막과자 찻집 카페 나슈카체에 어서 오세요",bgm_M668_juke
bgm_M671,264,1:34,0:00,"스토리 이벤트 보스 배틀\n\n시간 / 01:34\n작곡 / 타다 아키후미\n편곡 / 타다 아키후미","재앙을 끌어당기는 복 고양이",bgm_M671_juke
bgm_M674,265,1:35,0:51,"캐릭터 송\n\n시간 / 01:35\n노래 / 타마키(누마쿠라 마나미)\n작사 / TAKT(TRYTONELABO)\n작곡 / TAKT(TRYTONELABO)\n편곡 / TAKT(TRYTONELABO)","냥더풀 스윙",bgm_M674
bgm_MC017,266,1:21,0:00,"스토리 이벤트 테마\n-｢내 색깔의 STORY｣ 어레인지-\n\n시간 / 01:21\n작곡 / 타카기 류이치(Dream Monster)\n편곡 / Max Mullowney(Cygames)","Dears 어서 와&다녀왔어의 약속",bgm_MC017_juke
bgm_MC020,267,2:31,0:00,"스토리 이벤트 보스 배틀\n\n시간 / 02:31\n작곡 / 코나카라 타카시\n편곡 / 코나카라 타카시","대왕 성성이",bgm_MC020_juke
bgm_MC034,268,1:29,0:59,"캐릭터 송\n\n시간 / 01:29\n노래 / 시오리(코시미즈 아미)\n작사 / Cocoro.(Dream Monster)\n작곡 / 타카기 류이치(Dream Monster)\n편곡 / 타카기 류이치(Dream Monster)","내 색깔의 STORY",bgm_MC034
bgm_MC021,269,2:19,0:00,"스토리 이벤트 미니 콘텐츠\n-｢내 색깔의 STORY｣ 어레인지-\n\n시간 / 02:19\n작곡 / 타카기 류이치(Dream Monster)\n편곡 / Enarak(Cygames)","마물 생태 보고서",bgm_MC021_juke
bgm_MC001,270,2:06,0:00,"메인 퀘스트\n\n시간 / 02:06\n작곡 / 사토 하루카(Cygames)\n편곡 / 사토 하루카(Cygames)","만화경 색채의 신세계",bgm_MC001_juke
bgm_MC022,271,1:23,0:00,"메인 퀘스트\n\n시간 / 01:23\n작곡 / 하세베 쇼(Cygames)\n편곡 / 하세베 쇼(Cygames)","지오 테오고니아의 싸움",bgm_MC022_juke
bgm_MC026,272,2:09,0:00,"스토리 이벤트 테마\n-｢날개의 프롤로그｣ 어레인지-\n\n시간 / 02:09\n작곡 / 혼다 유우키(Arte Refact)\n편곡 / 하타다 히로타카(Cygames)","커넥트 위드 블루 소녀가 하늘에 닿기까지",bgm_MC026_juke
bgm_MC029,273,2:08,0:00,"스토리 이벤트 보스 배틀\n\n시간 / 02:08\n작곡 / Enarak(Cygames)\n편곡 / Enarak(Cygames)","예지의 연금술사ㆍ모브",bgm_MC029_juke
bgm_MC035,274,1:32,1:03,"캐릭터 송\n\n시간 / 01:32\n노래 / 지타(카네모토 히사코)\n작사 / 마사키 에리카\n작곡 / 혼다 유우키(Arte Refact)\n편곡 / 혼다 유우키(Arte Refact)","날개의 프롤로그",bgm_MC035
bgm_MC030,275,1:58,0:00,"스토리 이벤트 미니 콘텐츠\n-｢날개의 프롤로그｣ 어레인지-\n\n시간 / 01:58\n작곡 / 혼다 유우키(Arte Refact)\n편곡 / 카메이 루미","랜드솔 한 번뿐인 인연",bgm_MC030_juke
bgm_MC007,276,1:07,0:00,"차원 단층\n\n시간 / 01:07\n작곡 / Enarak(Cygames)\n편곡 / Enarak(Cygames)","차원 단층",bgm_MC007_juke
bgm_MC008,277,1:46,0:00,"차원 단층\n\n시간 / 01:46\n작곡 / 나카무라 히로시\n편곡 / 나카무라 히로시","차원의 틈새에 나타난 위협",bgm_MC008_juke
bgm_MC023,278,1:32,0:00,"메인 퀘스트 보스 배틀\n\n시간 / 01:32\n작곡 / 나카마치 토모히로\n편곡 / 나카마치 토모히로","화려한 세계의 강적",bgm_MC023_juke
bgm_MC036,279,1:13,0:00,"스토리 이벤트 테마\n-｢Gothical Radical † Eternal Wedding｣\n어레인지-\n\n시간 / 01:13\n작곡 / 케가니(LIVE LAB.)\n편곡 / 사토 하루카(Cygames)","뱀파이어 포크로어 밤과 미의 향연",bgm_MC036_juke
bgm_MC039,280,2:07,0:00,"스토리 이벤트 보스 배틀\n\n시간 / 02:07\n작곡 / 세키네 슈헤이(Cygames)\n편곡 / 세키네 슈헤이(Cygames)","변모한 종자ㆍ블라드",bgm_MC039_juke
bgm_MC052,281,1:29,0:48,"캐릭터 송\n\n시간 / 01:29\n노래 / 이리야(탄게 사쿠라)\n작사 / 케가니(LIVE LAB.)\n작곡 / 케가니(LIVE LAB.)\n편곡 / 케가니(LIVE LAB.)","Gothical Radical † Eternal Wedding",bgm_MC052
bgm_MC040,282,1:28,0:00,"스토리 이벤트 미니 콘텐츠\n-｢Gothical Radical † Eternal Wedding｣\n어레인지-\n\n시간 / 01:28\n작곡 / 케가니(LIVE LAB.)\n편곡 / 나카무라 사오리(Cygames)","유키의 심미회",bgm_MC040_juke
bgm_M06,283,0:54,0:00,"메인 퀘스트\n\n시간 / 00:54\n작곡 / 니시키 야스노리\n편곡 / 니시키 야스노리","프린세스 파이트☆",bgm_M06_juke
bgm_M169,284,1:10,0:00,"메인 퀘스트\n\n시간 / 01:10\n작곡 / 시라이 유우키(Cygames)\n편곡 / 시라이 유우키(Cygames)","엘피스 섬의 전투",bgm_M169_juke
bgm_MC046,285,1:14,0:00,"스토리 이벤트 테마\n-｢메타몰 컬라이더스코프｣ 어레인지-\n\n시간 / 01:14\n작곡 / 야시킨\n편곡 / 모리야 하야토","오마의 물 텅텅 대작전 비밀주의자와 금단의 바다",bgm_MC046_juke
bgm_MC048,286,2:28,0:00,"스토리 이벤트 보스 배틀\n\n시간 / 02:28\n작곡 / 히가시오지 켄타\n편곡 / 나카마치 토모히로","부활한 흰 섬고래",bgm_MC048_juke
bgm_MC055,287,1:29,0:51,"캐릭터 송\n\n시간 / 01:29\n노래 / 네네카(이구치 유카)\n작사 / 타카세 아이코\n작곡 / 야시킨\n편곡 / 야시킨","메타몰 컬라이더스코프",bgm_MC055
bgm_MC049,288,1:42,0:00,"스토리 이벤트 미니 콘텐츠\n-｢메타몰 컬라이더스코프｣ 어레인지-\n\n시간 / 01:42\n작곡 / 야시킨\n편곡 / 츠카고시 렌","프린세스의 비밀",bgm_MC049_juke
bgm_MC043,289,1:39,0:00,"캐러밴\n-｢Precious Journey｣ 어레인지-\n\n시간 / 01:39\n작곡 / 히가시오지 켄타\n편곡 / 이치하시 타쿠야(Cygames)","고메 체이서 호, 출발!",bgm_MC043_juke
bgm_MC056,290,1:08,0:00,"스토리 이벤트 테마\n-｢사랑의 인연｣ 어레인지-\n\n시간 / 01:08\n작곡 / 마츠자카 코우지(SUPA LOVE)\n편곡 / 세키네 슈헤이(Cygames)","전율 유기 해안 ~서머 리조트 스릴러즈~",bgm_MC056_juke
bgm_MC058,291,1:27,0:00,"스토리 이벤트 보스 배틀\n\n시간 / 01:27\n작곡 / 하타다 히로타카(Cygames)\n편곡 / 하타다 히로타카(Cygames)","그루지 레이스",bgm_MC058_juke
bgm_MC072,292,1:33,0:55,"캐릭터 송\n\n시간 / 01:33\n노래 / 란파(하라다 사야카)\n작사 / 마츠자카 코우지(SUPA LOVE)\n작곡 / 마츠자카 코우지(SUPA LOVE)\n편곡 / 마츠자카 코우지(SUPA LOVE)","사랑의 인연",bgm_MC072_juke
bgm_MC070,293,1:50,1:00,"캐릭터 송\n\n시간 / 01:50\n노래 / 페코린느(ＭㆍＡㆍＯ)\n콧코로(이토 미쿠)\n캬루(타치바나 리카)\n리리(스즈키 미노리)\n크리아(마에다 카오리)\n프레시아(타카오 카논)\n작사 / 마이쿠스기야마\n작곡 / 히가시오지 켄타\n편곡 / 히가시오지 켄타","Precious Journey",bgm_MC070_juke
bgm_MC071,294,1:32,0:52,"캐릭터 송\n\n시간 / 01:32\n노래 / 페코린느(ＭㆍＡㆍＯ)\n콧코로(이토 미쿠)\n캬루(타치바나 리카)\n작사 / 세나 와타루(SOVA)\n작곡 / 시라토 유스케(Dream Monster)\n편곡 / 시라토 유스케(Dream Monster)","노을빛 샛길",bgm_MC071_juke
bgm_MC063,295,1:24,0:00,"스토리 이벤트 테마\n-｢그 봄, 일기의 연장선으로부터｣ 어레인지-\n\n시간 / 01:24\n작곡 / 세나 와타루(SOVA)\n편곡 / 나카가와 타카아키","위자딩 청춘 데이즈 마법 학원과 기적의 종",bgm_MC063_juke
bgm_MC066,296,2:25,0:00,"스토리 이벤트 보스 배틀\n\n시간 / 02:25\n작곡 / 마츠오 하야토\n편곡 / 마츠오 하야토","풀려난 폭마ㆍ아르게스",bgm_MC066_juke
bgm_MC073,297,1:29,0:42,"캐릭터 송\n\n시간 / 01:29\n노래 / 캬루(타치바나 리카)\n작사 / 세나 와타루(SOVA)\n작곡 / 세나 와타루(SOVA)\n편곡 / 세나 와타루(SOVA)","그 봄, 일기의 연장선으로부터",bgm_MC073
bgm_MC024,298,2:37,0:00,"캐릭터 테마\n-｢수많은 꽃으로 물든 신천지｣ 어레인지-\n\n시간 / 02:37\n작곡 / 모리야 하야토ㆍ사토 하루카(Cygames)\n편곡 / 모리야 하야토","라이라엘",bgm_MC024_juke
bgm_MC067,299,1:19,0:00,"미니 게임\n-｢그 봄, 일기의 연장선으로부터｣ 어레인지-\n\n시간 / 01:19\n작곡 / 세나 와타루(SOVA)\n편곡 / 하타다 히로타카(Cygames)","공부할 준비됐어?",bgm_MC067_juke
bgm_MC068,300,1:15,0:00,"미니 게임\n-｢그 봄, 일기의 연장선으로부터｣ 어레인지-\n\n시간 / 01:15\n작곡 / 세나 와타루(SOVA)\n편곡 / Enarak(Cygames)","방과 후 에듀케이션",bgm_MC068_juke
bgm_MC075,301,1:46,0:00,"스토리 이벤트 테마\n-｢Adenium｣ 어레인지-\n\n시간 / 01:46\n작곡 / 야마구치 아키히코\n편곡 / 하타다 히로타카(Cygames)","로맨싱 사라사리아 ~사막의 신부와 불가사의한 램프~",bgm_MC075_juke
bgm_MC077,302,2:18,0:00,"스토리 이벤트 보스 배틀\n\n시간 / 02:18\n작곡 / 우에다 요시헤이\n편곡 / 우에다 요시헤이","카리드",bgm_MC077_juke
bgm_MC074,303,1:37,0:57,"캐릭터 송\n\n시간 / 01:37\n노래 / 사렌(호리에 유이)\n루카(사토 리나)\n작사 / 야마구치 아키히코\n작곡 / 야마구치 아키히코\n편곡 / 야마구치 아키히코",Adenium,bgm_MC074
bgm_MC032,304,1:59,0:00,"캐릭터 테마\n\n시간 / 01:59\n작곡 / 세키네 슈헤이(Cygames)\n편곡 / 세키네 슈헤이(Cygames)","밴디 시스터즈",bgm_MC032_juke
bgm_MC078,305,2:52,0:00,"스토리 이벤트 미니 콘텐츠\n-｢Adenium｣ 어레인지-\n\n시간 / 02:52\n작곡 / 야마구치 아키히코\n편곡 / 사토 하루카(Cygames)","몽환의 매리지 시뮬",bgm_MC078_juke
bgm_M17,306,0:50,0:00,"메인 퀘스트 보스 배틀\n\n시간 / 00:50\n작곡 / 혼다 아키히로(Cygames)\n편곡 / 타다 아키후미","마물이!!",bgm_M17_02_juke
bgm_M170,307,1:02,0:00,"메인 퀘스트 보스 배틀\n\n시간 / 01:02\n작곡 / 히가시오지 켄타\n편곡 / 히가시오지 켄타","신천지의 강적",bgm_M170_juke
bgm_MC082,308,1:31,0:00,"스토리 이벤트 테마\n-｢일리드 로터스｣ 어레인지-\n\n시간 / 01:31\n작곡 / 미야타니 레이지\n편곡 / 사토 하루카(Cygames)","크리미널 루키 천사들의 패러독스",bgm_MC082_juke
bgm_MC085,309,2:15,0:00,"스토리 이벤트 보스 배틀\n\n시간 / 02:15\n작곡 / IM.Lab\n편곡 / IM.Lab","최종 퀘스트입니다★",bgm_MC085_juke
bgm_MC089,310,1:27,0:41,"캐릭터 송\n\n시간 / 01:27\n노래 / 리리(스즈키 미노리)\n크리아(마에다 카오리)\n프레시아(타카오 카논)\n작사 / 미야타니 레이지\n작곡 / 미야타니 레이지\n편곡 / 애시 이노우에(Dream Monster)","일리드 로터스",bgm_MC089
bgm_MC083B,311,1:35,0:00,"스토리 이벤트 미니 콘텐츠\n-｢일리드 로터스｣ 어레인지-\n\n시간 / 01:35\n작곡 / 미야타니 레이지\n편곡 / 타야마 리나","여행과 성장(과 반성)의 기록",bgm_MC083B_02_juke
bgm_MC002,312,2:41,0:00,"캐릭터 테마\n\n시간 / 02:41\n작곡 / Enarak(Cygames)\n편곡 / Enarak(Cygames)","얼터 메이든",bgm_MC002_juke
bgm_M615,313,1:21,0:00,"어드벤처\n\n시간 / 01:21\n작곡 / 니시무라 싱고\n편곡 / 니시무라 싱고","어드벤처",bgm_M615_juke
bgm_MC091,314,1:06,0:00,"스토리 이벤트 테마\n-｢Christmas Blessing｣ 어레인지-\n\n시간 / 01:06\n작곡 / 타카하시 슈헤이(SUPA LOVE)\n편곡 / 마츠오 하야토","크라이ㆍ베이비ㆍ크리스마스 누군가를 위해 행복해지는 날",bgm_MC091_juke
bgm_MC094,315,1:50,0:00,"스토리 이벤트 보스 배틀\n\n시간 / 01:50\n작곡 / 타야마 리나\n편곡 / 타야마 리나","바실리스크 아로스",bgm_MC094_juke
bgm_MC090,316,1:32,0:50,"캐릭터 송\n\n시간 / 01:32\n노래 / 페코린느(MㆍAㆍO)\n크레짓타(Lynn)\n작사 / 후지와라 마사키(SUPA LOVE)\n작곡 / 타카하시 슈헤이(SUPA LOVE)\n편곡 / 타카하시 슈헤이(SUPA LOVE)\n스트링스 어레인지 / 소기 타쿠마(SUPA LOVE)","Christmas Blessing",bgm_MC090
bgm_MC095,317,2:09,0:00,"스토리 이벤트 미니 콘텐츠\n-｢Christmas Blessing｣ 어레인지-\n\n시간 / 02:09\n작곡 / 타카하시 슈헤이 (SUPA LOVE)\n편곡 / Enarak(Cygames)","어드벤트 캘린더",bgm_MC095_juke
bgm_MC079,318,2:02,0:00,"메인 퀘스트\n\n시간 / 02:02\n작곡 / IM.Lab\n편곡 / IM.Lab","불이 활활 타오르는 밀림",bgm_MC079_juke
bgm_MC086,319,1:38,0:00,"메인 퀘스트\n\n시간 / 01:38\n작곡 / 우에다 요시헤이\n편곡 / 우에다 요시헤이","지오 게헤나의 전투",bgm_MC086_juke
bgm_MC099,320,1:10,0:00,"스토리 이벤트 테마\n-｢미래의 꿈｣ 어레인지-\n\n시간 / 01:10\n작곡 / 시노자키 아야토\n편곡 / 츠카고시 렌","영춘 드리머즈! 새해, 세뱃탄(메테오) 많이 받으세요!?",bgm_MC099_juke
bgm_MC101,321,2:44,0:00,"스토리 이벤트 보스 배틀\n\n시간 / 02:44\n작곡 / 사토 하루카(Cygames)\n편곡 / 사토 하루카(Cygames)","메테오 인 드림",bgm_MC101_juke
bgm_MC107,322,1:27,0:59,"캐릭터 송\n\n시간 / 01:27\n노래 / 하츠네(오오하시 아야카)\n작사 / 시노자키 아야토\n작곡 / 시노자키 아야토\n편곡 / 시노자키 아야토","미래의 꿈",bgm_MC107
bgm_MC102,323,1:31,0:00,"스토리 이벤트 미니 콘텐츠\n-｢미래의 꿈｣ 어레인지-\n\n시간 / 01:31\n작곡 / 시노자키 아야토\n편곡 / 코이데 야마토(Cygames)","새해 첫 꿈 챌린지",bgm_MC102_juke
bgm_MC087,324,1:40,0:00,"메인 퀘스트 보스 배틀\n\n시간 / 01:40\n작곡 / IM.Lab\n편곡 / IM.Lab","불타는 세계의 강적",bgm_MC087_juke
bgm_MC081,325,1:45,0:00,"EX 퀘스트 보스 배틀\n-｢밴디 시스터즈｣ 어레인지-\n\n시간 / 01:45\n작곡 / 세키네 슈헤이(Cygames)\n편곡 / 우에다 요시헤이","천재 발명가 셋째　후부키",bgm_MC081_Fubuki_juke
bgm_MC081,326,1:45,0:00,"EX 퀘스트 보스 배틀\n-｢밴디 시스터즈｣ 어레인지-\n\n시간 / 01:45\n작곡 / 세키네 슈헤이(Cygames)\n편곡 / 우에다 요시헤이","수난을 잘 당하는 둘째　와카나",bgm_MC081_Wakana_juke
bgm_MC081,327,1:45,0:00,"EX 퀘스트 보스 배틀\n-｢밴디 시스터즈｣ 어레인지-\n\n시간 / 01:45\n작곡 / 세키네 슈헤이(Cygames)\n편곡 / 우에다 요시헤이","호탕하고 씩씩한 첫째　야마토",bgm_MC081_Yamato_juke
bgm_MC096,328,2:30,0:00,"캐릭터 테마\n-｢불이 활활 타오르는 밀림｣ 어레인지-\n\n시간 / 02:30\n작곡 / IM.Lab\n편곡 / IM.Lab","네피＝네라",bgm_MC096_juke
bgm_MC110,329,1:28,0:00,"스토리 이벤트 테마\n-｢Prayer｣ 어레인지-\n\n시간 / 01:28\n작곡 / 이토 츠바사\n편곡 / Enarak(Cygames)","거울에 비치는 방문자",bgm_MC110_juke
bgm_MC111,330,2:31,0:00,"스토리 이벤트 테마\n-｢Prayer｣ 어레인지-\n\n시간 / 02:31\n작곡 / 이토 츠바사\n편곡 / 사토 하루카(Cygames)","다시 한번. 그리고, 다시는.",bgm_MC111_juke
bgm_MC114,331,1:51,0:00,"스토리 이벤트 보스 배틀\n\n시간 / 01:51\n작곡 / 세키네 슈헤이(Cygames)\n편곡 / 세키네 슈헤이(Cygames)","붉은 안개의 정령",bgm_MC114_juke
bgm_MC115,332,2:28,0:00,"스토리 이벤트 보스 배틀\n\n시간 / 02:28\n작곡 / 히가시오지 켄타\n편곡 / 히가시오지 켄타","드러난 고충 아이라&시나츠",bgm_MC115_juke
bgm_MC108,333,1:36,1:02,"캐릭터 송\n\n시간 / 01:36\n노래 / 에리스(쿠와시마 호우코)\n유이(타네다 리사)\n작사 / 이소가이 요시에\n작곡 / 이토 츠바사\n편곡 / 이토 츠바사",Prayer,bgm_MC108
bgm_MC116,334,4:38,0:00,"스토리 이벤트 미니 콘텐츠\n-｢Prayer｣ 어레인지-\n\n시간 / 04:38\n작곡 / 이토 츠바사\n편곡 / 요시카와 미쿠","어나더 위시 로그",bgm_MC116_juke
bgm_MC103,335,1:37,0:00,"캐러밴\n-｢Precious Journey｣ 어레인지-\n\n시간 / 01:37\n작곡 / 히가시오지 켄타\n편곡 / IM.Lab","불타는 세계를 간다",bgm_MC103_juke
bgm_MC104,336,1:40,0:00,"캐러밴\n-｢밴디 시스터즈｣ 어레인지-\n\n시간 / 01:40\n작곡 / 세키네 슈헤이(Cygames)\n편곡 / IM.Lab","난입! 밴디 시스터즈",bgm_MC104_juke
bgm_M471,337,2:28,0:00,"캐릭터 테마\n\n\n시간 / 02:28\n작곡 / 히가시오지 켄타\n편곡 / 히가시오지 켄타","에리스",bgm_M471_juke
bgm_MC124,338,1:18,0:00,"스토리 이벤트 테마\n-｢망상의 Summer Halation｣ 어레인지-\n\n시간 / 01:18\n작곡 / 데구치 료\n편곡 / 세키네 슈헤이(Cygames)","한겨울의 한여름과 성스러운 학교의 이단아",bgm_MC124_juke
bgm_MC126,339,1:42,0:00,"스토리 이벤트 보스 배틀\n\n시간 / 01:42\n작곡 / 코나카 다이\n편곡 / 코나카 다이","나락의 성녀 토미에",bgm_MC126_juke
