param_06,drama_id,param_08,param_05,command_id,param_07,command_type,param_04,param_01,param_03,param_02
"",90002,"","",1900020047,"",113,"",1,"",""
"",90002,"","",1900020048,"",93,"",0.3,"",0
"",90002,"","",1900020049,"",32,"",2,"",1
"",90002,"","",1900020050,"",93,"",0.4,"",0
0,90002,"",0,1900020051,0,6,1,100,1,1
0,90002,"",0,1900020052,0,6,1,110,1,1
"",90002,"","",1900020053,"",32,"",5,"",0
"",90002,"","",1900020054,"",32,"",9,"",0
"",90002,"",0,1900020055,"",33,0,0,-3000,0
0,90002,"","",1900020056,"",3,"",105811,1,treasure_peko
0,90002,"","",1900020057,"",3,"",105911,1,treasure_kokkoro
0,90002,"","",1900020058,"",3,"",106011,1,treasure_kyaru
0,90002,"","",1900020059,"",3,"",106411,1,treasure_shefy
0,90002,"","",1900020060,"",3,"",118511,0,treasure_karin_normal
0,90002,"","",1900020061,"",3,"",900,0,treasure_karin_normal
"",90002,"","",1900020062,"",32,"",6,"",1
"",90002,"","",1900020063,"",32,"",8,"",1
"",90002,"","",1900020064,"",93,"",0.4,"",0
"",90002,"","",1900020065,"",140,"",7,0,0
"",90002,"","",1900020066,"",93,"",3.9,"",0
0.1,90002,"",0,1900020067,0,113,1,2,1,""
"",90002,"","",1900020068,"",93,"",0.2,"",0
"",90002,"","",1900020069,"",32,"",3,"",1
"",90002,"","",1900020070,"",93,"",0.2,"",0
"",90002,"","",1900020071,"",32,"",0,"",0
"",90002,"","",1900020072,"",32,"",6,"",0
"",90002,"","",1900020073,"",32,"",8,"",0
0,90002,"",0,1900020074,0,6,1,105811,1,1
0,90002,"",0,1900020075,0,6,1,105911,1,1
0,90002,"",0,1900020076,0,6,1,106011,1,1
0,90002,"",0,1900020077,0,6,1,106411,1,1
0,90002,"",0,1900020078,0,6,1,118511,1,1
0,90002,"",0,1900020079,0,6,1,900,1,1
"",90002,"","",1900020080,"",93,"",0.1,"",0
1,90003,empty,-34,1900030001,0,1,0,1,62,105811
1,90003,empty,-34,1900030002,0,1,0,1,66,105911
1,90003,empty,-34,1900030003,0,1,0,1,64,106011
1,90003,empty,-34,1900030004,0,1,0,1,64,106411
1,90003,empty,-34,1900030005,0,1,0,1,52,118511
1,90003,empty,-34,1900030006,0,5,0,900000,54,900
0.4,90003,idle,-266,1900030007,1,5,-1085,100,58,100
0.4,90003,idle,-266,1900030008,1,5,-1085,110,56,110
0,90003,"",1,1900030009,"",31,0,900000,0,0
0,90003,"",1,1900030010,"",31,0,900001,0,1
0,90003,"",1,1900030011,"",31,0,900002,0,2
0,90003,"",1,1900030012,"",31,0,900003,0,3
0,90003,"",1,1900030013,"",31,-266,900004,-1085,4
0,90003,"",1,1900030014,"",31,0,900005,0,5
0,90003,"",1,1900030015,"",31,0,900007,0,6
0,90003,"",1,1900030016,"",31,0,900008,0,8
0,90003,"",1,1900030017,"",31,-34,900009,0,9
"",90003,"","",1900030018,"",91,"",0,"",0
"",90003,"","",1900030019,"",32,"",1,"",1
"",90003,"","",1900030020,"",93,"",0.7,"",0
"",90003,"","",1900030021,"",32,"",0,"",1
"",90003,"","",1900030022,"",32,"",9,"",1
0,90003,"","",1900030023,"",3,"",118511,1,checkpoint_karin_idle
0,90003,"",10,1900030024,1,29,0,1,0.5,0
"",90003,"","",1900030025,"",23,"",se_caravan,0,se_caravan_goal_amb
"",90003,"","",1900030026,"",93,"",0.9,"",0
"",90003,"","",1900030027,"",23,"",se_caravan,0,se_caravan_goal_onigiri
"",90003,"","",1900030028,"",93,"",0.5,"",0
0,90003,"",1,1900030029,0,3,idle,100,0,run_checkpoint
0,90003,"",1,1900030030,0,3,idle,110,0,run_checkpoint
"",90003,"","",1900030031,"",32,"",4,"",1
"",90003,"",11,1900030032,"",2,2.5,100,-266,67
"",90003,"",11,1900030033,"",2,2.5,110,-266,67
"",90003,"",11,1900030034,"",33,2.5,4,-266,67
"",90003,"","",1900030035,"",93,"",2,"",0
"",90003,"","",1900030036,"",23,"",se_caravan,0,se_caravan_goal_chara_appear
0,90003,"",1,1900030037,0,3,checkpoint_peko_loop,105811,0,checkpoint_peko_in
0,90003,"",1,1900030038,0,3,checkpoint_kokkoro_loop,105911,0,checkpoint_kokkoro_in
0,90003,"",1,1900030039,0,3,checkpoint_kyaru_loop,106011,0,checkpoint_kyaru_in
0,90003,"",1,1900030040,0,3,checkpoint_shefy_loop,106411,0,checkpoint_shefy_in
"",90003,"","",1900030041,"",140,"",6,0,0
"",90003,"","",1900030042,"",93,"",1.6,"",0
"",90003,"","",1900030043,"",32,"",5,"",1
0.2,90003,"","",1900030044,"",3,"",118511,1,checkpoint_karin_clap
"",90003,"","",1900030045,"",93,"",3,"",0
"",90003,"","",1900030046,"",29,"",0,0.5,0
"",90003,"","",1900030047,"",113,"",1,"",""
"",90003,"","",1900030048,"",93,"",0.3,"",0
"",90003,"","",1900030049,"",32,"",2,"",1
"",90003,"","",1900030050,"",93,"",0.4,"",0
0,90003,"",0,1900030051,0,6,1,100,1,1
0,90003,"",0,1900030052,0,6,1,110,1,1
"",90003,"","",1900030053,"",32,"",5,"",0
"",90003,"","",1900030054,"",32,"",9,"",0
"",90003,"",0,1900030055,"",33,0,0,-3000,0
0,90003,"","",1900030056,"",3,"",105811,1,treasure_peko
0,90003,"","",1900030057,"",3,"",105911,1,treasure_kokkoro
0,90003,"","",1900030058,"",3,"",106011,1,treasure_kyaru
0,90003,"","",1900030059,"",3,"",106411,1,treasure_shefy
0,90003,"","",1900030060,"",3,"",118511,0,treasure_karin_rare
0,90003,"","",1900030061,"",3,"",900,0,treasure_karin_rare
"",90003,"","",1900030062,"",32,"",6,"",1
"",90003,"","",1900030063,"",32,"",8,"",1
"",90003,"","",1900030064,"",93,"",0.4,"",0
"",90003,"","",1900030065,"",140,"",7,0,0
"",90003,"","",1900030066,"",93,"",2.2,"",0
"",90003,"","",1900030067,"",21,0,vo_caravan,0,vo_caravan_118501_appraise_001
"",90003,"","",1900030068,"",93,"",2.7,"",0
0.1,90003,"",0,1900030069,0,113,1,2,1,""
"",90003,"","",1900030070,"",93,"",0.2,"",0
"",90003,"","",1900030071,"",32,"",3,"",1
"",90003,"","",1900030072,"",93,"",0.2,"",0
"",90003,"","",1900030073,"",32,"",0,"",0
"",90003,"","",1900030074,"",32,"",6,"",0
"",90003,"","",1900030075,"",32,"",8,"",0
0,90003,"",0,1900030076,0,6,1,105811,1,1
0,90003,"",0,1900030077,0,6,1,105911,1,1
0,90003,"",0,1900030078,0,6,1,106011,1,1
0,90003,"",0,1900030079,0,6,1,106411,1,1
0,90003,"",0,1900030080,0,6,1,118511,1,1
0,90003,"",0,1900030081,0,6,1,900,1,1
"",90003,"","",1900030082,"",93,"",0.1,"",0
1,91101,empty,-34,1911010001,0,1,0,1,62,105811
1,91101,empty,-34,1911010002,0,1,0,1,66,105911
1,91101,empty,-34,1911010003,0,1,0,1,64,106011
1,91101,empty,-34,1911010004,0,1,0,1,65,106411
1,91101,empty,-34,1911010005,0,1,0,1,52,118511
0.4,91101,idle,-266,1911010006,1,5,-1085,100,58,100
0.4,91101,idle,-266,1911010007,1,5,-1085,110,56,110
0,91101,"",1,1911010008,"",31,0,911000,-300,0
0,91101,"",1,1911010009,"",31,0,900001,0,1
0,91101,"",1,1911010010,"",31,0,900002,0,2
0,91101,"",1,1911010011,"",31,-266,900004,-1085,4
0,91101,"",1,1911010012,"",31,0,900005,0,5
0,91101,"",1,1911010013,"",31,-34,900009,0,9
"",91101,"","",1911010014,"",91,"",0,"",0
"",91101,"","",1911010015,"",32,"",1,"",1
"",91101,"","",1911010016,"",93,"",0.7,"",0
"",91101,"","",1911010017,"",32,"",0,"",1
"",91101,"","",1911010018,"",32,"",9,"",1
0,91101,"","",1911010019,"",3,"",118511,1,checkpoint_karin_idle
"",91101,"","",1911010020,"",26,"",0.5,"",""
"",91101,"","",1911010021,"",23,"",se_caravan,0,se_caravan_goal_amb_gehena
"",91101,"","",1911010022,"",93,"",0.9,"",0
"",91101,"","",1911010023,"",23,"",se_caravan,0,se_caravan_goal_onigiri
"",91101,"","",1911010024,"",93,"",0.5,"",0
0,91101,"",1,1911010025,0,3,idle,100,0,run_checkpoint
0,91101,"",1,1911010026,0,3,idle,110,0,run_checkpoint
"",91101,"","",1911010027,"",32,"",4,"",1
"",91101,"",11,1911010028,"",2,2.5,100,-276,67
"",91101,"",11,1911010029,"",2,2.5,110,-276,67
"",91101,"",11,1911010030,"",33,2.5,4,-276,67
"",91101,"","",1911010031,"",93,"",2,"",0
"",91101,"","",1911010032,"",23,"",se_caravan,0,se_caravan_goal_chara_appear
0,91101,"",1,1911010033,0,3,checkpoint_peko_loop,105811,0,checkpoint_peko_in
0,91101,"",1,1911010034,0,3,checkpoint_kokkoro_loop,105911,0,checkpoint_kokkoro_in
0,91101,"",1,1911010035,0,3,checkpoint_kyaru_loop,106011,0,checkpoint_kyaru_in
0,91101,"",1,1911010036,0,3,checkpoint_shefy_loop,106411,0,checkpoint_shefy_in
"",91101,"","",1911010037,"",140,"",6,0,0
"",91101,"","",1911010038,"",93,"",1.6,"",0
"",91101,"","",1911010039,"",32,"",5,"",1
0.2,91101,"","",1911010040,"",3,"",118511,1,checkpoint_karin_clap
"",91101,"","",1911010041,"",93,"",3,"",0
"",91101,"","",1911010042,"",101,"",1911010043,"",""
"",91101,"","",1911010043,"",25,"",bgm_MC103,"",bgm_MC103
"",91101,"","",1911010044,"",32,"",4,"",0
"",91101,"","",1911010045,"",113,"",1,"",""
"",91101,"","",1911010046,"",93,"",0.3,"",0
"",91101,"","",1911010047,"",32,"",2,"",1
"",91101,"","",1911010048,"",93,"",0.4,"",0
0,91101,"",0,1911010049,0,6,1,100,1,1
0,91101,"",0,1911010050,0,6,1,110,1,1
"",91101,"","",1911010051,"",32,"",0,"",0
"",91101,"","",1911010052,"",32,"",5,"",0
"",91101,"","",1911010053,"",32,"",9,"",0
0,91101,"",0,1911010054,0,6,1,105811,1,1
0,91101,"",0,1911010055,0,6,1,105911,1,1
0,91101,"",0,1911010056,0,6,1,106011,1,1
0,91101,"",0,1911010057,0,6,1,106411,1,1
0,91101,"",0,1911010058,0,6,1,118511,1,1
"",91101,"","",1911010059,"",91,"",0,"",""
1,91102,empty,-34,1911020001,0,1,0,1,62,105811
1,91102,empty,-34,1911020002,0,1,0,1,66,105911
1,91102,empty,-34,1911020003,0,1,0,1,64,106011
1,91102,empty,-34,1911020004,0,1,0,1,64,106411
1,91102,empty,-34,1911020005,0,1,0,1,52,118511
1,91102,empty,-34,1911020006,0,5,0,900000,54,900000
0,91102,"",1,1911020007,0,6,1,105811,1,1
0,91102,"",1,1911020008,0,6,1,105911,1,1
0,91102,"",1,1911020009,0,6,1,106011,1,1
0,91102,"",1,1911020010,0,6,1,106411,1,1
0,91102,"",1,1911020011,0,6,1,118511,1,1
0,91102,"",1,1911020012,0,2,0,105811,-34,0
0,91102,"",1,1911020013,0,2,0,105911,-34,0
0,91102,"",1,1911020014,0,2,0,106011,-34,0
0,91102,"",1,1911020015,0,2,0,106411,-34,0
1,91102,"",1,1911020016,"",31,0,911001,-300,911001
0,91102,"",1,1911020017,"",31,0,900002,0,900002
0,91102,"",1,1911020018,"",31,0,900003,0,900003
0,91102,"",1,1911020019,"",31,0,900006,0,900006
0,91102,"",1,1911020020,"",31,0,900008,0,900008
"",91102,"","",1911020021,"",91,"",0,"",0
0,91102,"","",1911020022,"",3,"",105811,1,treasure_peko
0,91102,"","",1911020023,"",3,"",105911,1,treasure_kokkoro
0,91102,"","",1911020024,"",3,"",106011,1,treasure_kyaru
0,91102,"","",1911020025,"",3,"",106411,1,treasure_shefy
0,91102,"","",1911020026,"",3,"",118511,0,treasure_karin_normal
0,91102,"","",1911020027,"",3,"",900000,0,treasure_karin_normal
"",91102,"","",1911020028,"",32,"",900006,"",1
"",91102,"","",1911020029,"",32,"",900008,"",1
"",91102,"","",1911020030,"",93,"",0.4,"",0
"",91102,"","",1911020031,"",140,"",7,0,0
"",91102,"","",1911020032,"",93,"",3.9,"",0
"",91102,"","",1911020033,"",101,"",1911020035,"",""
"",91102,"","",1911020034,"",32,"",900006,"",0
0.1,91102,"",0,1911020035,0,113,1,2,1,""
"",91102,"","",1911020036,"",93,"",0.2,"",0
"",91102,"","",1911020037,"",32,"",900003,"",1
"",91102,"","",1911020038,"",93,"",0.2,"",0
"",91102,"","",1911020039,"",32,"",911001,"",0
"",91102,"","",1911020040,"",32,"",900006,"",0
0,91102,"",0,1911020041,0,6,1,105811,1,1
0,91102,"",0,1911020042,0,6,1,105911,1,1
0,91102,"",0,1911020043,0,6,1,106011,1,1
0,91102,"",0,1911020044,0,6,1,106411,1,1
0,91102,"",0,1911020045,0,6,1,118511,1,1
0,91102,"",0,1911020046,0,6,1,900000,1,1
"",91102,"","",1911020047,"",93,"",0.1,"",0
1,91103,empty,-34,1911030001,0,1,0,1,62,105811
1,91103,empty,-34,1911030002,0,1,0,1,66,105911
1,91103,empty,-34,1911030003,0,1,0,1,64,106011
1,91103,empty,-34,1911030004,0,1,0,1,64,106411
1,91103,empty,-34,1911030005,0,1,0,1,52,118511
1,91103,empty,-34,1911030006,0,5,0,900000,54,900000
0,91103,"",1,1911030007,0,6,1,105811,1,1
0,91103,"",1,1911030008,0,6,1,105911,1,1
0,91103,"",1,1911030009,0,6,1,106011,1,1
0,91103,"",1,1911030010,0,6,1,106411,1,1
0,91103,"",1,1911030011,0,6,1,118511,1,1
0,91103,"",1,1911030012,0,2,0,105811,-34,0
0,91103,"",1,1911030013,0,2,0,105911,-34,0
0,91103,"",1,1911030014,0,2,0,106011,-34,0
0,91103,"",1,1911030015,0,2,0,106411,-34,0
1,91103,"",1,1911030016,"",31,0,911001,-300,911001
0,91103,"",1,1911030017,"",31,0,900002,0,900002
0,91103,"",1,1911030018,"",31,0,900003,0,900003
0,91103,"",1,1911030019,"",31,0,900007,0,900007
0,91103,"",1,1911030020,"",31,0,900008,0,900008
"",91103,"","",1911030021,"",91,"",0,"",0
0,91103,"","",1911030022,"",3,"",105811,1,treasure_peko
0,91103,"","",1911030023,"",3,"",105911,1,treasure_kokkoro
0,91103,"","",1911030024,"",3,"",106011,1,treasure_kyaru
0,91103,"","",1911030025,"",3,"",106411,1,treasure_shefy
0,91103,"","",1911030026,"",3,"",118511,0,treasure_karin_rare
0,91103,"","",1911030027,"",3,"",900000,0,treasure_karin_rare
"",91103,"","",1911030028,"",32,"",900007,"",1
"",91103,"","",1911030029,"",32,"",900008,"",1
"",91103,"","",1911030030,"",93,"",0.4,"",0
"",91103,"","",1911030031,"",140,"",7,0,0
"",91103,"","",1911030032,"",93,"",2.2,"",0
"",91103,"","",1911030033,"",21,0,vo_caravan,0,vo_caravan_118501_appraise_001
"",91103,"","",1911030034,"",93,"",2.7,"",0
"",91103,"","",1911030035,"",101,"",1911030037,"",""
"",91103,"","",1911030036,"",32,"",900007,"",0
0.1,91103,"",0,1911030037,0,113,1,2,1,""
"",91103,"","",1911030038,"",93,"",0.2,"",0
"",91103,"","",1911030039,"",32,"",900003,"",1
"",91103,"","",1911030040,"",93,"",0.2,"",0
"",91103,"","",1911030041,"",32,"",911001,"",0
"",91103,"","",1911030042,"",32,"",900007,"",0
"",91103,"","",1911030043,"",32,"",900008,"",0
0,91103,"",0,1911030044,0,6,1,105811,1,1
0,91103,"",0,1911030045,0,6,1,105911,1,1
0,91103,"",0,1911030046,0,6,1,106011,1,1
0,91103,"",0,1911030047,0,6,1,106411,1,1
0,91103,"",0,1911030048,0,6,1,118511,1,1
0,91103,"",0,1911030049,0,6,1,900000,1,1
"",91103,"","",1911030050,"",93,"",0.1,"",0
1,91201,empty,-34,1912010001,0,1,0,1,62,105811
1,91201,empty,-34,1912010002,0,1,0,1,66,105911
1,91201,empty,-34,1912010003,0,1,0,1,64,106011
1,91201,empty,-34,1912010004,0,1,0,1,65,106411
0.4,91201,idle,-266,1912010005,1,5,-1085,100,58,100
0.4,91201,idle,-266,1912010006,1,5,-1085,110,56,110
1,91201,empty,-34,1912010007,0,1,0,1,52,118511
0.64,91201,empty,-300,1912010008,0,5,-800,14,62,11
0.64,91201,empty,-300,1912010009,0,5,-1120,15,64,12
0.64,91201,empty,-320,1912010010,0,5,-970,16,66,13
0.75,91201,empty,-250,1912010011,1,5,-1120,200,58,200
0,91201,"",1,1912010012,"",31,0,911000,-300,0
0,91201,"",1,1912010013,"",31,0,900001,0,10
0,91201,"",1,1912010014,"",31,0,900002,0,11
0,91201,"",1,1912010015,"",31,-266,900004,-1085,12
0,91201,"",1,1912010016,"",31,0,900005,0,13
0,91201,"",1,1912010017,"",31,0,900011,-600,18
0,91201,"",1,1912010018,"",31,-34,900009,0,17
0,91201,"",1,1912010019,"",31,0,912001,0,912001
"",91201,"","",1912010020,"",91,"",0,"",0
"",91201,"","",1912010021,"",32,"",10,"",1
"",91201,"","",1912010022,"",93,"",0.7,"",0
"",91201,"","",1912010023,"",32,"",0,"",1
"",91201,"","",1912010024,"",32,"",17,"",1
0,91201,"","",1912010025,"",3,"",118511,1,checkpoint_karin_idle
"",91201,"","",1912010026,"",26,"",0.5,"",""
"",91201,"","",1912010027,"",23,"",se_caravan,0,se_caravan_goal_amb_gehena
"",91201,"","",1912010028,"",23,"",se_caravan,0,se_caravan_goal_onigiri
"",91201,"","",1912010029,"",93,"",0.5,"",0
0,91201,"",1,1912010030,0,3,idle,100,0,run_checkpoint
0,91201,"",1,1912010031,0,3,idle,110,0,run_checkpoint
"",91201,"","",1912010032,"",32,"",12,"",1
"",91201,"",11,1912010033,"",2,2.5,100,-276,67
"",91201,"",11,1912010034,"",2,2.5,110,-276,67
"",91201,"",11,1912010035,"",33,2.5,12,-276,67
"",91201,"","",1912010036,"",93,"",2,"",0
"",91201,"","",1912010037,"",23,"",se_caravan,0,se_caravan_goal_chara_appear
0,91201,"",1,1912010038,0,3,checkpoint_peko_loop,105811,0,checkpoint_peko_in
0,91201,"",1,1912010039,0,3,checkpoint_kokkoro_loop,105911,0,checkpoint_kokkoro_in
0,91201,"",1,1912010040,0,3,checkpoint_kyaru_loop,106011,0,checkpoint_kyaru_in
0,91201,"",1,1912010041,0,3,checkpoint_shefy_loop,106411,0,checkpoint_shefy_in
"",91201,"","",1912010042,"",140,"",6,0,0
"",91201,"","",1912010043,"",93,"",1.6,"",0
"",91201,"","",1912010044,"",32,"",13,"",1
0.2,91201,"","",1912010045,"",3,"",118511,1,checkpoint_karin_clap
"",91201,"","",1912010046,"",93,"",2.6,"",0
"",91201,"",3,1912010047,"",33,1,11,0,-600
3,91201,"",1,1912010048,"",121,1,600,1,0
"",91201,"","",1912010049,"",23,"",se_caravan,0,se_caravan_goal_bandy_appear
"",91201,"","",1912010050,"",3,"",11,0,run_gakkari
"",91201,"","",1912010051,"",3,"",12,0,run_gakkari
"",91201,"","",1912010052,"",3,"",13,0,run_gakkari
"",91201,"",1,1912010053,0.1,3,idle,200,0,run_gakkari
"",91201,"","",1912010054,"",32,"",912001,"",1
"",91201,"","",1912010055,"",93,"",0.4,"",0
0.1,91201,"","",1912010056,"",3,"",105811,1,checkpoint_peko_loop_r
0.1,91201,"","",1912010057,"",3,"",105911,1,checkpoint_kokkoro_loop_r
0.1,91201,"","",1912010058,"",3,"",106011,1,checkpoint_kyaru_loop_r
0.1,91201,"","",1912010059,"",3,"",106411,1,checkpoint_shefy_loop_r
"",91201,"","",1912010060,"",140,"",61,0,0
"",91201,"","",1912010061,"",93,"",0.1,"",0
"",91201,"","",1912010062,"",32,"",18,"",1
"",91201,"","",1912010063,"",93,"",3.7,"",0
"",91201,"","",1912010064,"",101,"",1912010065,"",""
"",91201,"","",1912010065,"",25,"",bgm_MC103,"",bgm_MC103
"",91201,"","",1912010066,"",32,"",12,"",0
"",91201,"","",1912010067,"",32,"",912001,"",0
"",91201,"","",1912010068,"",113,"",1,"",""
"",91201,"","",1912010069,"",93,"",0.3,"",0
"",91201,"","",1912010070,"",32,"",11,"",1
"",91201,"","",1912010071,"",93,"",0.4,"",0
"",91201,"","",1912010072,"",32,"",0,"",0
"",91201,"","",1912010073,"",32,"",13,"",0
"",91201,"","",1912010074,"",32,"",18,"",0
"",91201,"","",1912010075,"",32,"",17,"",0
0,91201,"",0,1912010076,0,6,1,105811,1,1
0,91201,"",0,1912010077,0,6,1,105911,1,1
0,91201,"",0,1912010078,0,6,1,106011,1,1
0,91201,"",0,1912010079,0,6,1,106411,1,1
0,91201,"",0,1912010080,0,6,1,100,1,1
0,91201,"",0,1912010081,0,6,1,110,1,1
0,91201,"",0,1912010082,0,6,1,118511,1,1
0,91201,"",0,1912010083,0,6,1,11,1,1
0,91201,"",0,1912010084,0,6,1,12,1,1
0,91201,"",0,1912010085,0,6,1,13,1,1
0,91201,"",0,1912010086,0,6,1,200,1,1
3,91201,"",0,1912010087,"",121,1,0,1,0
"",91201,"",0,1912010088,"",33,0,11,0,0
"",91201,"","",1912010089,"",91,"",0,"",""
1,91301,empty,-50,1913010001,0,1,-1250,1,62,105811
1,91301,empty,-70,1913010002,0,1,-1390,1,66,105911
1,91301,empty,-50,1913010003,0,1,-1520,1,64,106011
1,91301,empty,-70,1913010004,0,1,-1660,1,64,106411
0.4,91301,idle,-266,1913010005,1,5,-1085,100,58,100
0.4,91301,idle,-266,1913010006,1,5,-1085,110,56,110
0.64,91301,empty,-330,1913010007,0,5,285,14,64,11
0.64,91301,empty,-330,1913010008,0,5,570,15,66,12
0.64,91301,empty,-300,1913010009,0,5,425,16,62,13
0.75,91301,empty,-250,1913010010,0,5,570,200,58,200
0,91301,"",1,1913010011,"",31,0,911000,-300,0
0,91301,"",1,1913010012,"",31,0,900001,0,10
0,91301,"",1,1913010013,"",31,0,900002,0,11
0,91301,"",1,1913010014,"",31,0,912000,430,912000
0,91301,"",1,1913010015,"",31,-50,912002,-1250,20021
0,91301,"",1,1913010016,"",31,-70,912002,-1390,20022
0,91301,"",1,1913010017,"",31,-50,912002,-1520,20023
0,91301,"",1,1913010018,"",31,-70,912002,-1660,20024
0,91301,"",1,1913010019,"",31,0,900012,0,19
"",91301,"","",1913010020,"",91,"",0,"",0
"",91301,"","",1913010021,"",32,"",10,"",1
"",91301,"","",1913010022,"",93,"",0.7,"",0
"",91301,"","",1913010023,"",32,"",0,"",1
"",91301,"","",1913010024,"",3,"",11,1,doya_wait
"",91301,"","",1913010025,"",3,"",12,1,doya_wait
"",91301,"","",1913010026,"",3,"",13,1,doya_wait
"",91301,"","",1913010027,"",3,"",200,1,idle
"",91301,"","",1913010028,"",32,"",912000,"",1
"",91301,"","",1913010029,"",26,"",0.5,"",""
"",91301,"","",1913010030,"",23,"",se_caravan,0,se_caravan_goal_amb_gehena
"",91301,"","",1913010031,"",23,"",se_caravan,0,se_caravan_goal_onigiri_bishoku_appear
"",91301,"","",1913010032,"",3,"",105811,1,run
"",91301,"","",1913010033,"",3,"",105911,1,run
"",91301,"","",1913010034,"",3,"",106011,1,run
"",91301,"","",1913010035,"",3,"",106411,1,run
0,91301,"",1,1913010036,0,3,idle,100,0,run_checkpoint
0,91301,"",1,1913010037,0,3,idle,110,0,run_checkpoint
"",91301,"",11,1913010038,"",2,2.5,105811,-50,-150
"",91301,"",11,1913010039,"",2,2.5,105911,-70,-290
"",91301,"",11,1913010040,"",2,2.5,106011,-50,-420
"",91301,"",11,1913010041,"",2,2.5,106411,-70,-560
"",91301,"","",1913010042,"",32,"",20021,"",1
"",91301,"","",1913010043,"",32,"",20022,"",1
"",91301,"","",1913010044,"",32,"",20023,"",1
"",91301,"","",1913010045,"",32,"",20024,"",1
"",91301,"",11,1913010046,"",33,2.5,20021,-50,-150
"",91301,"",11,1913010047,"",33,2.5,20022,-70,-290
"",91301,"",11,1913010048,"",33,2.5,20023,-50,-420
"",91301,"",11,1913010049,"",33,2.5,20024,-70,-560
"",91301,"",11,1913010050,"",2,2.5,100,-276,-100
"",91301,"",11,1913010051,"",2,2.5,110,-276,-100
"",91301,"","",1913010052,"",93,"",2.1,"",0
"",91301,"","",1913010053,"",140,"",62,0,0
"",91301,"","",1913010054,"",32,"",19,"",1
"",91301,"","",1913010055,"",93,"",0.4,"",0
0.3,91301,"","",1913010056,"",3,"",105811,0,gakkari
0.3,91301,"","",1913010057,"",3,"",105911,0,gakkari
0.3,91301,"","",1913010058,"",3,"",106011,0,gakkari
0.3,91301,"","",1913010059,"",3,"",106411,0,gakkari
"",91301,"","",1913010060,"",93,"",0.9,"",0
0.1,91301,"",1,1913010061,"",3,doya_loop,11,0,doya_loop_in
0.1,91301,"",1,1913010062,"",3,doya_loop,12,0,doya_loop_in
0.1,91301,"",1,1913010063,"",3,doya_loop,13,0,doya_loop_in
"",91301,"","",1913010064,"",93,"",2.9,"",0
"",91301,"","",1913010065,"",101,"",1913010066,"",""
"",91301,"","",1913010066,"",25,"",bgm_MC103,"",bgm_MC103
"",91301,"","",1913010067,"",32,"",20021,"",0
"",91301,"","",1913010068,"",32,"",20022,"",0
"",91301,"","",1913010069,"",32,"",20023,"",0
"",91301,"","",1913010070,"",32,"",20024,"",0
"",91301,"","",1913010071,"",113,"",1,"",""
"",91301,"","",1913010072,"",93,"",0.3,"",0
"",91301,"","",1913010073,"",32,"",11,"",1
"",91301,"","",1913010074,"",93,"",0.4,"",0
"",91301,"","",1913010075,"",32,"",19,"",0
"",91301,"","",1913010076,"",32,"",0,"",0
"",91301,"","",1913010077,"",32,"",912000,"",0
0,91301,"",0,1913010078,0,6,1,105811,1,1
0,91301,"",0,1913010079,0,6,1,105911,1,1
0,91301,"",0,1913010080,0,6,1,106011,1,1
0,91301,"",0,1913010081,0,6,1,106411,1,1
0,91301,"",0,1913010082,0,6,1,100,1,1
0,91301,"",0,1913010083,0,6,1,110,1,1
0,91301,"",0,1913010084,0,6,1,11,1,1
0,91301,"",0,1913010085,0,6,1,12,1,1
0,91301,"",0,1913010086,0,6,1,13,1,1
0,91301,"",0,1913010087,0,6,1,200,1,1
"",91301,"","",1913010088,"",91,"",0,"",""
1,92101,empty,-34,1921010001,0,1,0,1,62,105811
1,92101,empty,-34,1921010002,0,1,0,1,66,105911
1,92101,empty,-34,1921010003,0,1,0,1,64,106011
1,92101,empty,-34,1921010004,0,1,0,1,65,106411
1,92101,empty,-34,1921010005,0,1,0,1,52,118511
0.4,92101,idle,-266,1921010006,1,5,-1085,100,58,100
0.4,92101,idle,-266,1921010007,1,5,-1085,110,56,110
0,92101,"",1,1921010008,"",31,0,921000,-300,0
0,92101,"",1,1921010009,"",31,0,900001,0,1
0,92101,"",1,1921010010,"",31,0,900002,0,2
0,92101,"",1,1921010011,"",31,-266,900004,-1085,4
0,92101,"",1,1921010012,"",31,0,900005,0,5
0,92101,"",1,1921010013,"",31,-34,900009,0,9
"",92101,"","",1921010014,"",91,"",0,"",0
"",92101,"","",1921010015,"",32,"",1,"",1
"",92101,"","",1921010016,"",93,"",0.7,"",0
"",92101,"","",1921010017,"",32,"",0,"",1
"",92101,"","",1921010018,"",32,"",9,"",1
0,92101,"","",1921010019,"",3,"",118511,1,checkpoint_karin_idle
"",92101,"","",1921010020,"",26,"",0.5,"",""
"",92101,"","",1921010021,"",23,"",se_caravan,0,se_caravan_goal_amb_niflhel
"",92101,"","",1921010022,"",93,"",0.9,"",0
"",92101,"","",1921010023,"",23,"",se_caravan,0,se_caravan_goal_onigiri
"",92101,"","",1921010024,"",93,"",0.5,"",0
0,92101,"",1,1921010025,0,3,idle,100,0,run_checkpoint
0,92101,"",1,1921010026,0,3,idle,110,0,run_checkpoint
"",92101,"","",1921010027,"",32,"",4,"",1
"",92101,"",11,1921010028,"",2,2.5,100,-276,67
"",92101,"",11,1921010029,"",2,2.5,110,-276,67
"",92101,"",11,1921010030,"",33,2.5,4,-276,67
