param_02,param_01,command_type,param_04,param_05,drama_id,param_07,command_id,param_08,param_03,param_06
vo_lsv_0527,vo_lsv,21,0,"",1009805,"",1009805057,"",0,""
"아, 아하하하~\n…참고로, 오빠라면\n어떤 걸 하고 싶어?",100411,11,1,1,1009805,0,1009805058,0,10,0
"",0,91,"","",1009805,"",1009805059,"","",""
lsv_idle_cool,100411,3,"","",1009805,"",1009805060,"",1,0.2
lsv_choice,100411,3,lsv_look_idle_normal,1,1009805,0.2,1009805061,"",0,0
lsv_choice,102011,3,lsv_look_idle_normal,1,1009805,0.2,1009805062,"",0,0
lsv_choice,103611,3,lsv_look_idle_normal,1,1009805,0.2,1009805063,"",0,0
0,0.1,93,"","",1009805,"",1009805064,"","",""
-452,100411,2,0.33,2,1009805,0.2,1009805065,"",-235,""
420,102011,2,0.33,2,1009805,0.2,1009805066,"",-220,""
545,103611,2,0.33,2,1009805,0.2,1009805067,"",-250,""
0,0,22,"","",1009805,"",1009805068,"",1,0.2
1009805072,"장수풍뎅이 배틀!",103,"","",1009805,"",1009805069,"",0,""
1009805103,"관찰 일기 쓰기",103,"","",1009805,"",1009805070,"",0,""
1009805127,"잡는 게 로망이야",103,"","",1009805,"",1009805071,"",0,""
lsv_choice,100411,3,lsv_idle_normal,1,1009805,0.2,1009805072,"",0,0
lsv_choice,102011,3,lsv_idle_normal,1,1009805,0.2,1009805073,"",0,0
lsv_choice,103611,3,lsv_idle_normal,1,1009805,0.2,1009805074,"",0,0
0,0.1,93,"","",1009805,"",1009805075,"","",""
-200,100411,2,0.33,2,1009805,0.2,1009805076,"",-235,""
100,102011,2,0.33,2,1009805,0.2,1009805077,"",-220,""
270,103611,2,0.33,2,1009805,0.2,1009805078,"",-250,""
0,0.7,93,"","",1009805,"",1009805079,"","",""
lsv_exactly_joy_in,100411,3,lsv_exactly_joy_loop,1,1009805,0.2,1009805080,"",0,0
lsv_idle_normal,103611,3,"","",1009805,"",1009805081,"",1,0.2
vo_lsv_0528,vo_lsv,21,0,"",1009805,"",1009805082,"",0,""
"장수풍뎅이라고 하면\n그거지!",100411,11,1,1,1009805,0,1009805083,0,10,0
"",0,91,"","",1009805,"",1009805084,"","",""
lsv_idle_joy,100411,3,"","",1009805,"",1009805085,"",1,0.2
lsv_talk_thinking_anger,103611,3,"","",1009805,"",1009805086,"",1,0.2
vo_lsv_0529,vo_lsv,21,0,"",1009805,"",1009805087,"",0,""
"으~음… 장수풍뎅이의\n강함을 알아보는 거라면\n자유 연구가 될…지도?",103611,11,1,1,1009805,0,1009805088,0,10,0
"",0,91,"","",1009805,"",1009805089,"","",""
lsv_idle_sad_normal,103611,3,"","",1009805,"",1009805090,"",1,0.2
lsv_talk_joy1_normal,102011,3,"","",1009805,"",1009805091,"",1,0.2
vo_lsv_0530,vo_lsv,21,0,"",1009805,"",1009805092,"",0,""
"하지만, 너무\n무모한 배틀은 시키면\n안 된다? 미미랑 약속이야.",102011,11,1,1,1009805,0,1009805093,0,10,0
"",0,91,"","",1009805,"",1009805094,"","",""
lsv_idle_normal_joyR,102011,3,"","",1009805,"",1009805095,"",1,0.2
lsv_handsup_joy2,103611,3,lsv_idle_normal,1,1009805,0.2,1009805096,"",0,0
lsv_handsup_joy,100411,3,lsv_idle_joy,1,1009805,0.2,1009805097,"",0,0
vo_lsv_0531,vo_lsv,21,0,"",1009805,"",1009805098,"",0,""
"네~에!",103611,11,1,1,1009805,0,1009805099,0,10,0
"네~에!",100411,11,1,1,1009805,0,1009805100,0,10,0
"",0,91,"","",1009805,"",1009805101,"","",""
"",1009805152,101,"","",1009805,"",1009805102,"","",""
lsv_choice,100411,3,lsv_idle_normal,1,1009805,0.2,1009805103,"",0,0
lsv_choice,102011,3,lsv_idle_normal,1,1009805,0.2,1009805104,"",0,0
lsv_choice,103611,3,lsv_idle_normal,1,1009805,0.2,1009805105,"",0,0
0,0.1,93,"","",1009805,"",1009805106,"","",""
-200,100411,2,0.33,2,1009805,0.2,1009805107,"",-235,""
100,102011,2,0.33,2,1009805,0.2,1009805108,"",-220,""
270,103611,2,0.33,2,1009805,0.2,1009805109,"",-250,""
0,0.7,93,"","",1009805,"",1009805110,"","",""
lsv_talk_arm_crossed_joy,103611,3,lsv_talk_arm_crossed_loop_joy,1,1009805,0.2,1009805111,"",0,0
vo_lsv_0532,vo_lsv,21,0,"",1009805,"",1009805112,"",0,""
"그거라면 알아요.\n제대로 관찰을 하면\n자연스레 공부가 되고.",103611,11,1,1,1009805,0,1009805113,0,10,0
"",0,91,"","",1009805,"",1009805114,"","",""
lsv_idle_arm_crossed_joy,103611,3,"","",1009805,"",1009805115,"",1,0.2
lsv_talk_joy3_blink,102011,3,"","",1009805,"",1009805116,"",1,0.2
vo_lsv_0533,vo_lsv,21,0,"",1009805,"",1009805117,"",0,""
"관찰이라면\n바다에서도 했지.\n즐거웠는데~♪",102011,11,1,1,1009805,0,1009805118,0,10,0
"",0,91,"","",1009805,"",1009805119,"","",""
lsv_idle_normal_joyR,102011,3,"","",1009805,"",1009805120,"",1,0.2
lsv_talk_guts2_anger,100411,3,lsv_talk_guts2_anger_loop,1,1009805,0.2,1009805121,"",0,0
vo_lsv_0534,vo_lsv,21,0,"",1009805,"",1009805122,"",0,""
"그렇구나, 그거라면 할 수 있겠어!\n좋~아, 관찰 일기를 쓰겠어~!\n노려라, 모든 장수풍뎅이 제패!",100411,11,1,1,1009805,0,1009805123,0,10,0
"",0,91,"","",1009805,"",1009805124,"","",""
lsv_idle_guts2_joy,100411,3,"","",1009805,"",1009805125,"",1,0.2
"",1009805152,101,"","",1009805,"",1009805126,"","",""
lsv_choice,100411,3,lsv_idle_normal,1,1009805,0.2,1009805127,"",0,0
lsv_choice,102011,3,lsv_idle_normal,1,1009805,0.2,1009805128,"",0,0
lsv_choice,103611,3,lsv_idle_normal,1,1009805,0.2,1009805129,"",0,0
0,0.1,93,"","",1009805,"",1009805130,"","",""
-200,100411,2,0.33,2,1009805,0.2,1009805131,"",-235,""
100,102011,2,0.33,2,1009805,0.2,1009805132,"",-220,""
270,103611,2,0.33,2,1009805,0.2,1009805133,"",-250,""
0,0.7,93,"","",1009805,"",1009805134,"","",""
lsv_talk_surprise,102011,3,"","",1009805,"",1009805135,"",1,0.2
lsv_idle_normal,103611,3,"","",1009805,"",1009805136,"",1,0.2
vo_lsv_0535,vo_lsv,21,0,"",1009805,"",1009805137,"",0,""
"잡는 게 좋구나~\n미소기도 그래?",102011,11,1,1,1009805,0,1009805138,0,10,0
"",0,91,"","",1009805,"",1009805139,"","",""
lsv_idle_surprise,102011,3,"","",1009805,"",1009805140,"",1,0.2
lsv_talk_arm_crossed_anger,100411,3,lsv_talk_arm_crossed_loop_anger,1,1009805,0.2,1009805141,"",0,0
vo_lsv_0536,vo_lsv,21,0,"",1009805,"",1009805142,"",0,""
"…훗, 꽤 하네.\n그래야\n미소기의 오빠지.",100411,11,1,1,1009805,0,1009805143,0,10,0
"",0,91,"","",1009805,"",1009805144,"","",""
lsv_idle_arm_crossed_anger,100411,3,"","",1009805,"",1009805145,"",1,0.2
lsv_talk_thinking_anger,103611,3,"","",1009805,"",1009805146,"",1,0.2
vo_lsv_0537,vo_lsv,21,0,"",1009805,"",1009805147,"",0,""
"어쩐지 서로 통하고 있어…!\n…로망도 자유 연구의\n테마가 되는 걸까?",103611,11,1,1,1009805,0,1009805148,0,10,0
"",0,91,"","",1009805,"",1009805149,"","",""
lsv_idle_thinking_anger,103611,3,"","",1009805,"",1009805150,"",1,0.2
"",1009805152,101,"","",1009805,"",1009805151,"","",""
"",0,91,"","",1009805,"",1009805152,"","",""
"","",102,"","",1009805,"",1009805153,"","",""
0.2,0,22,"","",1009805,"",1009805154,"","",""
"",0.2,93,"","",1009805,"",1009805155,"","",""
7,100411,12,0,0,1009805,0,1009805156,0,1,0
lsv_surprise3_kira,100411,3,lsv_surprise3_kira_loop,1,1009805,0.2,1009805157,"",0,0
0,3,93,"","",1009805,"",1009805158,"","",""
lsv_idle_cool,100411,3,"","",1009805,"",1009805159,"",1,0.2
11,103611,12,0,0,1009805,0,1009805160,0,1,0
lsv_talk_guts1,103611,3,lsv_talk_guts1_loop,1,1009805,0.2,1009805161,"",0,0
0,3,93,"","",1009805,"",1009805162,"","",""
lsv_idle_joy,103611,3,"","",1009805,"",1009805163,"",1,0.2
5,102011,12,0,0,1009805,0,1009805164,0,1,0
lsv_talk_wish_surprise,102011,3,"","",1009805,"",1009805165,"",1,0.2
0,3,93,"","",1009805,"",1009805166,"","",""
lsv_idle_normal_joyR,102011,3,"","",1009805,"",1009805167,"",1,0.2
"",1009805156,101,"","",1009805,"",1009805168,"","",""
1,333,6,1,0,1009805,0,1009805169,"",1,1
1,100411,4,"","",1009805,"",1009805170,"","",""
lsv_run,100411,3,"","",1009805,"",1009805171,"",1,0.2
-750,100411,2,0.8,0,1009805,"",1009805172,"",-235,""
0,102011,4,"","",1009805,"",1009805173,"","",""
lsv_run,102011,3,"","",1009805,"",1009805174,"",1,0.2
750,102011,2,0.8,0,1009805,"",1009805175,"",-220,""
0,103611,4,"","",1009805,"",1009805176,"","",""
lsv_run,103611,3,"","",1009805,"",1009805177,"",1,0.2
850,103611,2,0.8,0,1009805,"",1009805178,"",-250,""
"",0.6,93,"","",1009805,"",1009805179,"","",""
1,100411,6,1,0,1009805,0,1009805180,"",1,0.2
1,102011,6,1,0,1009805,0,1009805181,"",1,0.2
1,103611,6,1,0,1009805,0,1009805182,"",1,0.2
"",0,91,"","",1009805,"",1009805183,"","",""
122711,1,1,-200,-495,1009806,0,1009806001,lsv_idle_normal,102,1.95
122911,1,1,100,-480,1009806,1,1009806002,lsv_idle_normal,100,1.95
122811,1,1,270,-510,1009806,1,1009806003,lsv_idle_normal,101,1.95
333,1,5,0,0,1009806,0,1009806004,lsv_white_loop,0,1
1,333,6,1,0,1009806,0,1009806005,"",1,0
1,122711,6,1,0,1009806,0,1009806006,"",1,0
1,122911,6,1,0,1009806,0,1009806007,"",1,0
1,122811,6,1,0,1009806,0,1009806008,"",1,0
0,1,93,"","",1009806,"",1009806009,"","",""
1,333,6,1,0.4,1009806,0,1009806010,"",1,0.8
lsv_jump2,122711,3,lsv_idle_normal,1,1009806,0.2,1009806011,"",0,0.2
lsv_jump2,122911,3,lsv_idle_normal,1,1009806,0.2,1009806012,"",0,0.2
lsv_jump2,122811,3,lsv_idle_normal,1,1009806,0.2,1009806013,"",0,0.2
"",0.3,93,"","",1009806,"",1009806014,"","",""
-200,122711,2,0.75,0,1009806,"",1009806015,"",-235,""
100,122911,2,0.75,0,1009806,"",1009806016,"",-220,""
270,122811,2,0.75,0,1009806,"",1009806017,"",-250,""
1,122711,6,1,1,1009806,0,1009806018,"",1,0.4
1,122911,6,1,1,1009806,0,1009806019,"",1,0.4
1,122811,6,1,1,1009806,0,1009806020,"",1,0.4
6,122711,12,0,"",1009806,0,1009806021,"",0.2,0
6,122911,12,0,"",1009806,0,1009806022,"",0.2,0
6,122811,12,0,"",1009806,0,1009806023,"",0.2,0
0,2,93,"","",1009806,"",1009806024,"","",""
lsv_talk_normal,122711,3,"","",1009806,"",1009806025,"",1,0.2
vo_lsv_0621,vo_lsv,21,0,"",1009806,"",1009806026,"",0,""
"바다도 좋았지만,\n풀장은 풀장대로 즐겁네.",122711,11,1,1,1009806,0,1009806027,0,10,0
"",0,91,"","",1009806,"",1009806028,"","",""
lsv_idle_normal,122711,3,"","",1009806,"",1009806029,"",1,0.2
lsv_agree1,122811,3,lsv_idle_normal,1,1009806,0.2,1009806030,"",0,0
lsv_agree2,122911,3,lsv_idle_normal_joyR,1,1009806,0.2,1009806031,"",0,0
vo_lsv_0622,vo_lsv,21,0,"",1009806,"",1009806032,"",0,""
"맞아~♪",122811,11,1,1,1009806,0,1009806033,0,10,0
"맞아~♪",122911,11,1,1,1009806,0,1009806034,0,10,0
"",0,91,"","",1009806,"",1009806035,"","",""
lsv_talk_arm_crossed_joy,122711,3,lsv_talk_arm_crossed_loop_joy,1,1009806,0.2,1009806036,"",0,0
vo_lsv_0623,vo_lsv,21,0,"",1009806,"",1009806037,"",0,""
"위험은 없고,\n시원해졌고.\n그 정도가 딱 좋아.",122711,11,1,1,1009806,0,1009806038,0,10,0
"",0,91,"","",1009806,"",1009806039,"","",""
lsv_idle_arm_crossed_joy,122711,3,"","",1009806,"",1009806040,"",1,0.2
lsv_talk_wish_joy,122911,3,"","",1009806,"",1009806041,"",1,0.2
vo_lsv_0624,vo_lsv,21,0,"",1009806,"",1009806042,"",0,""
"쿄우카,\n풀장을 정말 좋아하는구나~♪",122911,11,1,1,1009806,0,1009806043,0,10,0
"",0,91,"","",1009806,"",1009806044,"","",""
lsv_idle_wish_joy,122911,3,"","",1009806,"",1009806045,"",1,0.2
lsv_talk_cool_normal2,122811,3,lsv_talk_cool_normal2_loop,1,1009806,0.2,1009806046,"",0,0
vo_lsv_0625,vo_lsv,21,0,"",1009806,"",1009806047,"",0,""
"다음에는 큰 수영장에서\n실컷 헤엄치는 것도 좋겠다!\n그리고, 수영한 후에는~…",122811,11,1,1,1009806,0,1009806048,0,10,0
"",0,91,"","",1009806,"",1009806049,"","",""
lsv_idle_cool,122811,3,"","",1009806,"",1009806050,"",1,0.2
lsv_choice,122711,3,lsv_look_idle_normal,1,1009806,0.2,1009806051,"",0,0
lsv_choice,122911,3,lsv_look_idle_normal,1,1009806,0.2,1009806052,"",0,0
lsv_choice,122811,3,lsv_look_idle_normal,1,1009806,0.2,1009806053,"",0,0
0,0.1,93,"","",1009806,"",1009806054,"","",""
-452,122711,2,0.33,2,1009806,0.2,1009806055,"",-235,""
420,122911,2,0.33,2,1009806,0.2,1009806056,"",-220,""
545,122811,2,0.33,2,1009806,0.2,1009806057,"",-250,""
0,0,22,"","",1009806,"",1009806058,"",1,0.2
1009806062,"아이스크림을 먹자",103,"","",1009806,"",1009806059,"",0,""
1009806086,"야키소바를 먹자",103,"","",1009806,"",1009806060,"",0,""
1009806109,"사이다를 마시자",103,"","",1009806,"",1009806061,"",0,""
lsv_choice,122711,3,lsv_idle_normal,1,1009806,0.2,1009806062,"",0,0
lsv_choice,122911,3,lsv_idle_normal,1,1009806,0.2,1009806063,"",0,0
lsv_choice,122811,3,lsv_idle_normal,1,1009806,0.2,1009806064,"",0,0
0,0.1,93,"","",1009806,"",1009806065,"","",""
-200,122711,2,0.33,2,1009806,0.2,1009806066,"",-235,""
100,122911,2,0.33,2,1009806,0.2,1009806067,"",-220,""
270,122811,2,0.33,2,1009806,0.2,1009806068,"",-250,""
0,0.7,93,"","",1009806,"",1009806069,"","",""
lsv_talk_memory_dere2,122711,3,"","",1009806,"",1009806070,"",1,0.2
vo_lsv_0626,vo_lsv,21,0,"",1009806,"",1009806071,"",0,""
"아이스크림…!\n맛있죠,\n아이스크림은… 정말로.",122711,11,1,1,1009806,0,1009806072,0,10,0
"",0,91,"","",1009806,"",1009806073,"","",""
lsv_idle_memory2,122711,3,"","",1009806,"",1009806074,"",1,0.2
lsv_talk_guts2_joy,122811,3,lsv_talk_guts2_joy_loop,1,1009806,0.2,1009806075,"",0,0
vo_lsv_0627,vo_lsv,21,0,"",1009806,"",1009806076,"",0,""
"아~ 이야기했더니\n먹고 싶어졌어!\n지금부터 먹으러 가자.",122811,11,1,1,1009806,0,1009806077,0,10,0
"",0,91,"","",1009806,"",1009806078,"","",""
lsv_idle_guts2_joy,122811,3,"","",1009806,"",1009806079,"",1,0.2
lsv_talk_joy3,122911,3,"","",1009806,"",1009806080,"",1,0.2
vo_lsv_0628,vo_lsv,21,0,"",1009806,"",1009806081,"",0,""
"응.\n뮤뮤도 같이 가자♪\n어떤 아이스크림을 좋아하려나~?",122911,11,1,1,1009806,0,1009806082,0,10,0
"",0,91,"","",1009806,"",1009806083,"","",""
lsv_idle_joy,122911,3,"","",1009806,"",1009806084,"",1,0.2
"",1009806133,101,"","",1009806,"",1009806085,"","",""
lsv_choice,122711,3,lsv_idle_normal,1,1009806,0.2,1009806086,"",0,0
lsv_choice,122911,3,lsv_idle_normal,1,1009806,0.2,1009806087,"",0,0
lsv_choice,122811,3,lsv_idle_normal,1,1009806,0.2,1009806088,"",0,0
0,0.1,93,"","",1009806,"",1009806089,"","",""
-200,122711,2,0.33,2,1009806,0.2,1009806090,"",-235,""
100,122911,2,0.33,2,1009806,0.2,1009806091,"",-220,""
270,122811,2,0.33,2,1009806,0.2,1009806092,"",-250,""
0,0.7,93,"","",1009806,"",1009806093,"","",""
lsv_talk_memory_dere2,122811,3,"","",1009806,"",1009806094,"",1,0.2
vo_lsv_0629,vo_lsv,21,0,"",1009806,"",1009806095,"",0,""
"아~ 야키소바~!",122811,11,1,1,1009806,0,1009806096,0,10,0
"",0,91,"","",1009806,"",1009806097,"","",""
lsv_idle_memory,122811,3,"","",1009806,"",1009806098,"",1,0.2
lsv_smile2,122911,3,lsv_idle_normal_joyR,1,1009806,0.2,1009806099,"",0,0
vo_lsv_0630,vo_lsv,21,0,"",1009806,"",1009806100,"",0,""
"맛있지~♪",122911,11,1,1,1009806,0,1009806101,0,10,0
"",0,91,"","",1009806,"",1009806102,"","",""
lsv_talk_joy3_dere,122711,3,"","",1009806,"",1009806103,"",1,0.2
vo_lsv_0631,vo_lsv,21,0,"",1009806,"",1009806104,"",0,""
"그 소스의 냄새…\n떠올린 것만으로\n배가 고파져…!",122711,11,1,1,1009806,0,1009806105,0,10,0
"",0,91,"","",1009806,"",1009806106,"","",""
lsv_idle_joy_dere2,122711,3,"","",1009806,"",1009806107,"",1,0.2
"",1009806133,101,"","",1009806,"",1009806108,"","",""
lsv_choice,122711,3,lsv_idle_normal,1,1009806,0.2,1009806109,"",0,0
lsv_choice,122911,3,lsv_idle_normal,1,1009806,0.2,1009806110,"",0,0
lsv_choice,122811,3,lsv_idle_normal,1,1009806,0.2,1009806111,"",0,0
0,0.1,93,"","",1009806,"",1009806112,"","",""
-200,122711,2,0.33,2,1009806,0.2,1009806113,"",-235,""
100,122911,2,0.33,2,1009806,0.2,1009806114,"",-220,""
270,122811,2,0.33,2,1009806,0.2,1009806115,"",-250,""
0,0.7,93,"","",1009806,"",1009806116,"","",""
lsv_exactly_joy_in,122811,3,lsv_exactly_joy_loop,1,1009806,0.2,1009806117,"",0,0
vo_lsv_0632,vo_lsv,21,0,"",1009806,"",1009806118,"",0,""
"응응, 그거 그거!\n여름이라고 하면,\n그 샤르르~한 탄산이야♪",122811,11,1,1,1009806,0,1009806119,0,10,0
"",0,91,"","",1009806,"",1009806120,"","",""
lsv_idle_joy,122811,3,"","",1009806,"",1009806121,"",1,0.2
lsv_talk_surprise_dere,122911,3,"","",1009806,"",1009806122,"",1,0.2
vo_lsv_0633,vo_lsv,21,0,"",1009806,"",1009806123,"",0,""
"미미는 탄산이\n부드러운 사이다가\n좋아~",122911,11,1,1,1009806,0,1009806124,0,10,0
"",0,91,"","",1009806,"",1009806125,"","",""
lsv_idle_surprise_joy,122911,3,"","",1009806,"",1009806126,"",1,0.2
lsv_talk_normal,122711,3,"","",1009806,"",1009806127,"",1,0.2
vo_lsv_0634,vo_lsv,21,0,"",1009806,"",1009806128,"",0,""
"모처럼이니,\n다 같이 마시러 갈까.\n더 시원해질 거야.",122711,11,1,1,1009806,0,1009806129,0,10,0
"",0,91,"","",1009806,"",1009806130,"","",""
lsv_idle_normal,122711,3,"","",1009806,"",1009806131,"",1,0.2
"",1009806133,101,"","",1009806,"",1009806132,"","",""
"",0,91,"","",1009806,"",1009806133,"","",""
"","",102,"","",1009806,"",1009806134,"","",""
0.2,0,22,"","",1009806,"",1009806135,"","",""
"",0.2,93,"","",1009806,"",1009806136,"","",""
10,122711,12,0,0,1009806,0,1009806137,0,1,0
lsv_talk_bitter,122711,3,"","",1009806,"",1009806138,"",1,0.2
0,3,93,"","",1009806,"",1009806139,"","",""
lsv_idle_surprise_talkjoy,122711,3,"","",1009806,"",1009806140,"",1,0.2
8,122811,12,0,0,1009806,0,1009806141,0,1,0
lsv_talk_memory,122811,3,"","",1009806,"",1009806142,"",1,0.2
0,3,93,"","",1009806,"",1009806143,"","",""
lsv_idle_joy,122811,3,"","",1009806,"",1009806144,"",1,0.2
6,122911,12,0,0,1009806,0,1009806145,0,1,0
lsv_talk_wish_joy,122911,3,"","",1009806,"",1009806146,"",1,0.2
0,3,93,"","",1009806,"",1009806147,"","",""
lsv_idle_normal_joyR,122911,3,"","",1009806,"",1009806148,"",1,0.2
"",1009806137,101,"","",1009806,"",1009806149,"","",""
1,333,6,1,0,1009806,0,1009806150,"",1,1
1,122711,4,"","",1009806,"",1009806151,"","",""
lsv_run,122711,3,"","",1009806,"",1009806152,"",1,0.2
-750,122711,2,0.8,0,1009806,"",1009806153,"",-235,""
0,122911,4,"","",1009806,"",1009806154,"","",""
lsv_run,122911,3,"","",1009806,"",1009806155,"",1,0.2
750,122911,2,0.8,0,1009806,"",1009806156,"",-220,""
0,122811,4,"","",1009806,"",1009806157,"","",""
lsv_run,122811,3,"","",1009806,"",1009806158,"",1,0.2
850,122811,2,0.8,0,1009806,"",1009806159,"",-250,""
"",0.6,93,"","",1009806,"",1009806160,"","",""
1,122711,6,1,0,1009806,0,1009806161,"",1,0.2
1,122911,6,1,0,1009806,0,1009806162,"",1,0.2
1,122811,6,1,0,1009806,0,1009806163,"",1,0.2
"",0,91,"","",1009806,"",1009806164,"","",""
102011,1,1,-650,-235,1009807,0,1009807001,lsv_idle_normal,102,1.95
100411,1,1,650,-220,1009807,1,1009807002,lsv_idle_normal,100,1.95
103611,1,1,750,-250,1009807,1,1009807003,lsv_idle_normal,101,1.95
333,1,5,0,0,1009807,0,1009807004,lsv_white_loop,0,1
1,333,6,1,0,1009807,0,1009807005,"",1,0
1,102011,6,1,0,1009807,0,1009807006,"",1,0
1,100411,6,1,0,1009807,0,1009807007,"",1,0
1,103611,6,1,0,1009807,0,1009807008,"",1,0
0,1,93,"","",1009807,"",1009807009,"","",""
1,333,6,1,0.4,1009807,0,1009807010,"",1,0.8
lsv_walk_joy,102011,3,"","",1009807,"",1009807011,"",1,0.2
-200,102011,2,2,0,1009807,"",1009807012,"",-235,""
1,102011,6,1,1,1009807,0,1009807013,"",1,0.4
lsv_walk,100411,3,"","",1009807,"",1009807014,"",1,0.2
100,100411,2,2,0,1009807,"",1009807015,"",-220,""
1,100411,6,1,1,1009807,0,1009807016,"",1,0.4
lsv_walk,103611,3,"","",1009807,"",1009807017,"",1,0.2
270,103611,2,2,0,1009807,"",1009807018,"",-250,""
1,103611,6,1,1,1009807,0,1009807019,"",1,0.4
0,2,93,"","",1009807,"",1009807020,"","",""
lsv_idle_wish_joyR,102011,3,"","",1009807,"",1009807021,"",1,0.2
lsv_idle_normal,100411,3,"","",1009807,"",1009807022,"",1,0.2
lsv_idle_normal,103611,3,"","",1009807,"",1009807023,"",1,0.2
0,0.6,93,"","",1009807,"",1009807024,"","",""
lsv_talk_wish_joy,102011,3,"","",1009807,"",1009807025,"",1,0.2
vo_lsv_0721,vo_lsv,21,0,"",1009807,"",1009807026,"",0,""
"뮤뮤도\n쁘띠 그리핀도,\n매우 기뻐했어~♪",102011,11,1,1,1009807,0,1009807027,0,10,0
"",0,91,"","",1009807,"",1009807028,"","",""
lsv_idle_wish_joyR,102011,3,"","",1009807,"",1009807029,"",1,0.2
lsv_talk_surprise_talkjoy,103611,3,"","",1009807,"",1009807030,"",1,0.2
vo_lsv_0722,vo_lsv,21,0,"",1009807,"",1009807031,"",0,""
"뮤뮤의 순응성이\n높다는 걸 알게 된 것도\n큰 발견이었어.",103611,11,1,1,1009807,0,1009807032,0,10,0
"",0,91,"","",1009807,"",1009807033,"","",""
lsv_idle_surprise_doya,103611,3,"","",1009807,"",1009807034,"",1,0.2
lsv_talk_arm_crossed2,100411,3,lsv_talk_arm_crossed_loop2,1,1009807,0.2,1009807035,"",0,0
vo_lsv_0723,vo_lsv,21,0,"",1009807,"",1009807036,"",0,""
"지금까지는 우리랑만\n이야기 나눠서\n눈치채지 못했으니까.",100411,11,1,1,1009807,0,1009807037,0,10,0
"",0,91,"","",1009807,"",1009807038,"","",""
lsv_idle_arm_crossed,100411,3,"","",1009807,"",1009807039,"",1,0.2
lsv_talk_joy1_normal,103611,3,"","",1009807,"",1009807040,"",1,0.2
vo_lsv_0724,vo_lsv,21,0,"",1009807,"",1009807041,"",0,""
"역시 정보 수집 방법을\n바꾸길 잘했어.",103611,11,1,1,1009807,0,1009807042,0,10,0
"",0,91,"","",1009807,"",1009807043,"","",""
lsv_idle_normal_suprise1,103611,3,"","",1009807,"",1009807044,"",1,0.2
lsv_talk_guts2,100411,3,lsv_talk_guts2_loop,1,1009807,0.2,1009807045,"",0,0
vo_lsv_0725,vo_lsv,21,0,"",1009807,"",1009807046,"",0,""
"아, 맞다! 하는 김에 다른 것도\n바꿔보지 않을래? 예를 들면…\n뮤뮤의 가방이라든가!",100411,11,1,1,1009807,0,1009807047,0,10,0
"",0,91,"","",1009807,"",1009807048,"","",""
lsv_idle_normal_joy,100411,3,"","",1009807,"",1009807049,"",1,0.2
lsv_talk_joy3,102011,3,"","",1009807,"",1009807050,"",1,0.2
vo_lsv_0726,vo_lsv,21,0,"",1009807,"",1009807051,"",0,""
"바깥을 걸을 때는,\n항상 쿄우카의\n수영장 가방 안에 있으니까~",102011,11,1,1,1009807,0,1009807052,0,10,0
"",0,91,"","",1009807,"",1009807053,"","",""
lsv_idle_normal_joyR,102011,3,"","",1009807,"",1009807054,"",1,0.2
lsv_talk_arm_crossed2,103611,3,lsv_talk_arm_crossed_loop2,1,1009807,0.2,1009807055,"",0,0
vo_lsv_0727,vo_lsv,21,0,"",1009807,"",1009807056,"",0,""
"나는 딱히 아무렇지 않지만…\n조금 좁을지도 모르겠네.\n…당신은 어떻게 생각하나요?",103611,11,1,1,1009807,0,1009807057,0,10,0
"",0,91,"","",1009807,"",1009807058,"","",""
lsv_idle_arm_crossed,103611,3,"","",1009807,"",1009807059,"",1,0.2
lsv_choice,102011,3,lsv_look_idle_normal,1,1009807,0.2,1009807060,"",0,0
lsv_choice,100411,3,lsv_look_idle_normal,1,1009807,0.2,1009807061,"",0,0
lsv_choice,103611,3,lsv_look_idle_normal,1,1009807,0.2,1009807062,"",0,0
0,0.1,93,"","",1009807,"",1009807063,"","",""
-452,102011,2,0.33,2,1009807,0.2,1009807064,"",-235,""
420,100411,2,0.33,2,1009807,0.2,1009807065,"",-220,""
545,103611,2,0.33,2,1009807,0.2,1009807066,"",-250,""
0,0,22,"","",1009807,"",1009807067,"",1,0.2
1009807071,"수영장 가방 그대로 괜찮아",103,"","",1009807,"",1009807068,"",0,""
1009807095,"바구니가 좋을지도",103,"","",1009807,"",1009807069,"",0,""
1009807119,"배낭은 어때?",103,"","",1009807,"",1009807070,"",0,""
lsv_choice,102011,3,lsv_idle_normal,1,1009807,0.2,1009807071,"",0,0
lsv_choice,100411,3,lsv_idle_normal,1,1009807,0.2,1009807072,"",0,0
lsv_choice,103611,3,lsv_look_idle_normal,1,1009807,0.2,1009807073,"",0,0
0,0.1,93,"","",1009807,"",1009807074,"","",""
-200,102011,2,0.33,2,1009807,0.2,1009807075,"",-235,""
100,100411,2,0.33,2,1009807,0.2,1009807076,"",-220,""
270,103611,2,0.33,2,1009807,0.2,1009807077,"",-250,""
0,0.7,93,"","",1009807,"",1009807078,"","",""
lsv_look_idle_sad,103611,3,"","",1009807,"",1009807079,"",1,0.2
vo_lsv_0728,vo_lsv,21,0,"",1009807,"",1009807080,"",0,""
"그, 그런가요?\n뭐, 당신이 그렇게 말한다면…\n이대로 괜찮을지도 모르겠네요.",103611,11,1,1,1009807,0,1009807081,0,10,0
"",0,91,"","",1009807,"",1009807082,"","",""
