param_06,param_08,param_04,param_03,drama_id,command_id,param_05,param_02,command_type,param_01,param_07
0.2,"",cool_talk_jitome,0,5146065,65104,1,cool_in_jitome,3,106011,0
0.2,"",cool_talk_jitome,0,5146065,65105,1,cool_in_jitome,3,1060,0
"","",0,0,5146065,65106,"",vo_apg_0513,21,vo_apg,""
0,0,1,10,5146065,65107,1,"뭐 하는 거야, 너희들…",11,106011,0
"","","","",5146065,65108,"","",91,0,""
"","","","",5146065,65109,"","",101,65110,""
"","","","",5146065,65110,"",0.2,22,0,""
1.8,aoi_walk_fear,-500,140,5146066,66001,-278,104011,1,1,0
1.8,idle_normal,30,141,5146066,66002,-262,99,5,1,0
1.8,idle_normal_noface,290,100,5146066,66003,-278,130911,1,1,1
1.8,idle_normal_kururu,290,101,5146066,66004,-278,98,5,1,1
"","","","",5146066,66005,"",201,13,104011,""
"","","","",5146066,66006,"",200,13,130911,""
0.85,idle,0,15,5146066,66007,-174,8,5,8,0
1,empty,-119,210,5146066,66008,-79,20,5,20,0
1,empty,0,210,5146066,66009,-194,22,5,22,0
1,"",0,0,5146066,66010,1,1,31,1,""
0,"",-57.7,0,5146066,66011,1,2,31,2,""
0,"",0,0,5146066,66012,1,13,31,13,""
0,"",-69,11,5146066,66013,1,19,31,19,""
1,"",0,0,5146066,66014,1,20,31,20,""
"","","","",5146066,66015,"",104011,36,20,""
"","","","",5146066,66016,"",99,36,20,""
"","","","",5146066,66017,"",20,36,20,""
"","","","",5146066,66018,"",22,36,20,""
"","","","",5146066,66019,"",0,91,0,""
"","","",0,5146066,66020,"",0,102,0,""
"","",2.7,-278,5146066,66021,0,-290,2,104011,""
0.2,"","",1,5146066,66022,"",aoi_walk_fear,3,104011,""
"","","","",5146066,66023,"",0,93,2.7,""
0.2,"","",1,5146066,66024,"",see_talk,3,104011,""
"","",0,0,5146066,66025,"",vo_apg_0601,21,vo_apg,""
0,0,1,10,5146066,66026,1,"드디어 오고 말았어요…\n그랜드림 파크…\n혼자서 『그랜드림』 괜찮을까요?\n실은 외톨이는 붙잡혀서 강제 퇴장을 당한다든가…",11,104011,0
"","","","",5146066,66027,"","",91,0,""
0.2,"","",1,5146066,66028,"",see_idle,3,104011,""
0.2,"",talk_normal,0,5146066,66029,1,smile,3,130911,0.2
0.2,"",talk_normal,0,5146066,66030,1,smile,3,98,0.2
"","",0,0,5146066,66031,"",vo_apg_0602,21,vo_apg,""
0,0,1,10,5146066,66032,1,"아오이 씨 맞죠~!?\n그랜드림 파크에 어서 오세요♪\n오늘은 혼자 오셨나요나요?",11,130911,0
"","","","",5146066,66033,"","",91,0,""
0.2,"","",1,5146066,66034,"",idle_normal_surprise,3,130911,""
0.2,"","",1,5146066,66035,"",panic,3,104011,""
"","",0,0,5146066,66036,"",vo_apg_0603,21,vo_apg,""
0,0,1,15,5146066,66037,1,"푸허어어어업!?\n죄죄죄, 죄송합니다!\n외톨이는 강제 퇴장인 거죠!?\n지금 당장 나갈 테니~!",11,104011,0
"","","","",5146066,66038,"","",91,0,""
0.2,"","",1,5146066,66039,"",anger_talk_pain,3,130911,""
0.2,"","",1,5146066,66040,"",anger_talk_pain,3,98,""
"","",0,0,5146066,66041,"",vo_apg_0604,21,vo_apg,""
0,0,1,10,5146066,66042,1,"잠시만요, 잠시만요!\n강제 퇴장이라니 무슨 말인가요가요~!?\n그런 짓은 하지 않습니다니다!",11,130911,0
"","","","",5146066,66043,"","",91,0,""
0.2,"","",1,5146066,66044,"",idle_normal_dere,3,130911,""
0,"",surprise_talk_search_dere,0,5146066,66045,1,aoi_surprise_in,3,104011,0.1
"","",0,0,5146066,66046,"",vo_apg_0605,21,vo_apg,""
0,0,1,10,5146066,66047,1,"그럴 수가, 외톨이에게도 상냥하다니…\n서비스가 세심해!\n그래서, 어디 있나요?\n외톨이 전용 어트랙션은?",11,104011,0
"","","","",5146066,66048,"","",91,0,""
0.2,"","",1,5146066,66049,"",surprise_idle_dere,3,104011,""
0.2,"",kururu_guid_talk,0,5146066,66050,1,kururu_surprise_talk_long,3,130911,0.2
0.2,"",kururu_guid_talk,0,5146066,66051,1,kururu_surprise_talk_long,3,98,0.2
"","",0,0,5146066,66052,"",vo_apg_0606,21,vo_apg,""
0,0,1,10,5146066,66053,1,"네?\n으~음, 으~음\n이 관람차는 어떠세요?\n외톨이 전용은 아니지만…",11,130911,0
"","","","",5146066,66054,"","",91,0,""
0.2,"","",1,5146066,66055,"",idle_normal_noface,3,130911,""
0.2,"","",1,5146066,66056,"",idle_normal_kururu,3,98,""
0.2,"",guts2_talk_surprise2,0,5146066,66057,1,guts2_in_surprise2,3,104011,0
"","",0,0,5146066,66058,"",vo_apg_0607,21,vo_apg,""
0,0,1,10,5146066,66059,1,"타, 탈게요!\n외톨이 요금이라도 괜찮으니\n태워 주세요!",11,104011,0
"","","","",5146066,66060,"","",91,0,""
0.2,"","",1,5146066,66061,"",guts2_idle_surprise2,3,104011,""
0.2,"","",1,5146066,66062,"",joy_talk_dere,3,130911,""
0.2,"","",1,5146066,66063,"",joy_talk,3,98,""
"","",0,0,5146066,66064,"",vo_apg_0608,21,vo_apg,""
0,0,1,10,5146066,66065,1,"요금은 모두 같으니…\n성에 찰 때까지 타고 오세요♪",11,130911,0
"","","","",5146066,66066,"","",91,0,""
"","","","",5146066,66067,"",0,22,0,""
0.4,"",idle_normal_joy,0,5146066,66068,1,hello,3,130911,0.1
0.2,"","",1,5146066,66069,"",walk_jog_dere,3,104011,""
"","",2,-278,5146066,66070,0,-50,2,104011,""
"","","","",5146066,66071,"",0,93,1,""
"","","","",5146066,66072,"",1,32,2,""
"","","","",5146066,66073,"",0,93,1.5,""
"","",0,-480,5146066,66074,0,0,2,104011,""
0,"","",1,5146066,66075,"",empty,3,104011,""
"","","","",5146066,66076,"",scale15,37,20,""
"","","","",5146066,66077,"",fade_out,37,2,""
"","","","",5146066,66078,"",1,32,13,""
"","","","",5146066,66079,"",0,93,2,""
"","",0,0,5146066,66080,"",vo_apg_0609,21,vo_apg,""
0,"","",0,5146066,66081,"",0609_in,3,22,""
"","","","",5146066,66082,"",1,93,2.2,""
0,"","",0,5146066,66083,"",0609_mid,3,22,""
"","","","",5146066,66084,"","",92,"",""
0,"","",0,5146066,66085,"",0609_out,3,22,""
"","","","",5146066,66086,"",0,93,0.2,""
"","",0,-79,5146066,66087,0,-132,2,20,""
"","",0,0,5146066,66088,"",vo_apg_0610,21,vo_apg,""
0,"","",0,5146066,66089,"",0610_in,3,22,""
"","","","",5146066,66090,"",1,93,2.2,""
0,"","",0,5146066,66091,"",0610_mid,3,22,""
"","","","",5146066,66092,"","",92,"",""
0,"","",0,5146066,66093,"",0610_out,3,22,""
"","","","",5146066,66094,"",0,93,0.2,""
"","",0,0,5146066,66095,"",vo_apg_0611,21,vo_apg,""
0,"","",0,5146066,66096,"",0611_in,3,22,""
"","","","",5146066,66097,"",1,93,2.3,""
0,"","",0,5146066,66098,"",0611_mid,3,22,""
"","","","",5146066,66099,"","",92,"",""
0,"","",0,5146066,66100,"",0611_out,3,22,""
"","","","",5146066,66101,"",0,93,0.2,""
"","","","",5146066,66102,"",0,22,0,""
0,"","",1,5146066,66103,"",empty,3,104011,""
"","","","",5146066,66104,"",fade_in,37,2,""
"","","","",5146066,66105,"",0,93,1,""
"","","","",5146066,66106,"",0,32,13,""
"","","","",5146066,66107,"",fade_out,37,2,""
0,"","",1,5146066,66108,"",kururu_wish_talk_surprise_lookup,3,130911,""
"","","","",5146066,66109,"",0,93,1,""
0.2,"",kururu_surprise_talk_joy,0,5146066,66110,1,kururu_wish_talk_surprise_lookup,3,130911,0.2
"","",0,0,5146066,66111,"",vo_apg_0612,21,vo_apg,""
0,0,1,10,5146066,66112,1,"어떠셨나요~?\n앗, 그대로 두 바퀴째인가요?\n후훗, 상당히 마음에 드신\n것 같아서 기쁘네요네요♪",11,130911,0
"","","","",5146066,66113,"","",91,0,""
"","","","",5146066,66114,"",0,22,0,""
"","","","",5146066,66115,"",fade_in,37,2,""
"","","","",5146066,66116,"",0,93,1,""
"","","","",5146066,66117,"",scale1,37,20,""
"","","","",5146066,66118,"",blackroom_in,37,2,""
10,"",1.15,1.15,5146066,66119,9,20,121,0,""
"","",0,-248,5146066,66120,0,27,2,104011,""
"","",0,-248,5146066,66121,0,27,2,99,""
0,"","",1,5146066,66122,"",aoi_satori_in,3,104011,""
0,"","",1,5146066,66123,"",aoi_satori_in,3,99,""
"","","","",5146066,66124,"",0,93,0.5,""
"","",0,0,5146066,66125,"",vo_apg_0613,21,vo_apg,""
0,1,0,4,5146066,66126,1,"후후… 후후후후후…\n아아, 이것이 바로 깨달음…!",11,104011,0
"","","","",5146066,66127,"","",93,3,""
"","","","",5146066,66128,"",1,32,19,""
"","","",0,5146066,66129,"",se_10055900_satori,23,se_10055900,""
"","","","",5146066,66130,"","",93,0.5,""
0.2,"",aoi_satori_loop,0,5146066,66131,1,aoi_satori_mid,3,104011,0
0.2,"",aoi_satori_loop,0,5146066,66132,1,aoi_satori_mid,3,99,0
"","","","",5146066,66133,"",0,93,4,""
"","","","",5146066,66134,"","",92,"",""
"","","","",5146066,66135,"","",101,66136,""
"","","","",5146066,66136,"",0.2,22,0,""
1.8,idle_normal,-385,106,5146067,67001,-288,106611,1,1,0
1.8,idle_normal,-385,107,5146067,67002,-288,1066,5,3,0
1.8,idle_normal,-225,103,5146067,67003,-278,106511,1,1,0
1.8,idle_normal,-225,104,5146067,67004,-278,1065,5,2,0
1.8,idle_normal,290,100,5146067,67005,-278,131011,1,1,1
"","","","",5146067,67006,"",206,13,106611,""
"","","","",5146067,67007,"",203,13,106511,""
"","","","",5146067,67008,"",200,13,131011,""
0.85,idle,0,15,5146067,67009,-174,9,5,9,0
1,empty,-292,210,5146067,67010,71,201,5,20,0
1,empty,-61,210,5146067,67011,71,202,5,20,0
1,empty,126,210,5146067,67012,-43,22,5,22,0
1,empty,0,60,5146067,67013,94,21,5,21,0
1,"",0,0,5146067,67014,1,1,31,1,""
0,"",-57.7,0,5146067,67015,1,2,31,2,""
0,"",0,0,5146067,67016,1,10,31,10,""
1,"",0,0,5146067,67017,1,20,31,20,""
"","","","",5146067,67018,"",106611,36,20,""
"","","","",5146067,67019,"",106511,36,20,""
"","","","",5146067,67020,"",201,36,20,""
"","","","",5146067,67021,"",202,36,20,""
"","","","",5146067,67022,"",22,36,20,""
"","","","",5146067,67023,"",0,91,0,""
"","","",0,5146067,67024,"",0,102,0,""
"","","","",5146067,67025,"",0,93,1,""
0.2,"","",1,5146067,67026,"",talk_normal_noface,3,106511,""
0.2,"","",1,5146067,67027,"",talk_normal_kaya,3,1065,""
"","",0,0,5146067,67028,"",vo_apg_0701,21,vo_apg,""
0,0,1,10,5146067,67029,1,"이노리~\n다음은 이거 타 보자",11,106511,0
"","","","",5146067,67030,"","",91,0,""
0.2,"","",1,5146067,67031,"",idle_normal_look,3,106511,""
0.2,"","",1,5146067,67032,"",idle_normal_look,3,1065,""
0.2,"",cool_talk_sad,0,5146067,67033,1,cool_in_sad,3,106611,0
0.2,"",cool_talk_sad,0,5146067,67034,1,cool_in_sad,3,1066,0
"","",0,0,5146067,67035,"",vo_apg_0702,21,vo_apg,""
0,0,1,10,5146067,67036,1,"커피 커~업~?\n뭔가 너무 유치하지 않나요?",11,106611,0
"","","","",5146067,67037,"","",91,0,""
0.2,"","",1,5146067,67038,"",cool_idle,3,106611,""
0.2,"","",1,5146067,67039,"",cool_idle,3,1066,""
0.2,"","",1,5146067,67040,"",idle_normal,3,106511,""
0.2,"","",1,5146067,67041,"",idle_normal,3,1065,""
0.2,"","",1,5146067,67042,"",joy_talk_normal,3,131011,""
"","",0,0,5146067,67043,"",vo_apg_0703,21,vo_apg,""
0,0,1,10,5146067,67044,1,"이 어트랙션, 대인기이옵니다♪\n최고 회전 기록을 세우기 위해\n모두 치열하게 싸우고 있사옵니다♪",11,131011,0
"","","","",5146067,67045,"","",91,0,""
0.2,"","",1,5146067,67046,"",idle_normal,3,131011,""
0.2,"",doya_talk_normal,0,5146067,67047,1,doya_in_normal,3,106511,0
0.2,"",doya_talk_normal,0,5146067,67048,1,doya_in_normal,3,1065,0
"","",0,0,5146067,67049,"",vo_apg_0704,21,vo_apg,""
0,0,1,10,5146067,67050,1,"호오, 그럼 최고 회전 기록이란 걸\n갈아 치워 주지.\n마호 씨, 제대로 세어 줘!",11,106511,0
"","","","",5146067,67051,"","",91,0,""
0.2,"","",1,5146067,67052,"",doya_idle_normal,3,106511,""
0.2,"","",1,5146067,67053,"",doya_idle_normal,3,1065,""
0.2,"","",1,5146067,67054,"",wish_talk_joy,3,131011,""
"","",0,0,5146067,67055,"",vo_apg_0705,21,vo_apg,""
0,0,1,10,5146067,67056,1,"네~♪\n맡겨 주시어요~",11,131011,0
"","","","",5146067,67057,"","",91,0,""
"","","","",5146067,67058,"",0,22,0,""
0.4,"",idle_normal,0,5146067,67059,1,hello,3,131011,0.1
0.4,"","",1,5146067,67060,"",walk_yareyare,3,106611,""
0.4,"","",1,5146067,67061,"",walk_yareyare,3,1066,""
0.2,"","",1,5146067,67062,"",walk_kyapi,3,106511,""
0.2,"","",1,5146067,67063,"",walk_kyapi,3,1065,""
"","",2,-288,5146067,67064,0,-194,2,106611,""
"","",2,-288,5146067,67065,0,-194,2,1066,""
"","",2,-278,5146067,67066,0,-34,2,106511,""
"","",2,-278,5146067,67067,0,-34,2,1065,""
"","","","",5146067,67068,"",0,93,1,""
"","","","",5146067,67069,"",1,32,2,""
"","","","",5146067,67070,"",0,93,1.5,""
"","","",1,5146067,67071,"",se_10055900_coffee_01,23,se_10055900,""
"","",0,-331,5146067,67072,0,-126,2,106611,""
"","",0,-331,5146067,67073,0,-126,2,1066,""
"","",0,-331,5146067,67074,0,126,2,106511,""
"","",0,-331,5146067,67075,0,126,2,1065,""
"","","","",5146067,67076,"",scale15,37,20,""
"","",0,0,5146067,67077,"",vo_apg_0706,21,vo_apg,""
0,"","",0,5146067,67078,"",0706_in,3,22,""
"","","","",5146067,67079,"",1,93,3,""
0,"","",0,5146067,67080,"",0706_mid,3,22,""
"","","","",5146067,67081,"","",92,"",""
0,"","",0,5146067,67082,"",0706_out,3,22,""
"","","","",5146067,67083,"",0,93,0.2,""
"","",0,-43,5146067,67084,0,-126,2,22,""
"","",0,0,5146067,67085,"",vo_apg_0707,21,vo_apg,""
0,"","",0,5146067,67086,"",0707_in,3,22,""
"","","","",5146067,67087,"",1,93,3.7,""
0,"","",0,5146067,67088,"",0707_mid,3,22,""
"","","","",5146067,67089,"","",92,"",""
0,"","",0,5146067,67090,"",0707_out,3,22,""
"","","","",5146067,67091,"",0,93,0.2,""
"","","","",5146067,67092,"",0,93,0.1,""
"","","","",5146067,67093,"",1,32,10,""
"","","","",5146067,67094,"",horizontal,37,10,""
"","","","",5146067,67095,"",0.3,24,se_10055900_coffee_01,""
"","","",1,5146067,67096,"",se_10055900_coffee_02,23,se_10055900,""
"","",0,-12,5146067,67097,0,179,2,202,""
"","","","",5146067,67098,"",scale1,37,20,""
"","","",0.5,5146067,67099,"",30,122,30,""
"","",0,0,5146067,67100,"",vo_apg_0708,21,vo_apg,""
0,"","",0,5146067,67101,"",0708_in,3,202,""
"","","","",5146067,67102,"",1,93,1.8,""
0,"","",0,5146067,67103,"",0708_mid,3,202,""
"","","","",5146067,67104,"","",92,"",""
0,"","",0,5146067,67105,"",0708_out,3,202,""
"","","","",5146067,67106,"",0,93,0.2,""
"","",0,71,5146067,67107,0,-237,2,201,""
"","","","",5146067,67108,"",scale15,37,20,""
"","",0,0,5146067,67109,"",vo_apg_0709,21,vo_apg,""
0,"","",0,5146067,67110,"",0709_in,3,22,""
"","","","",5146067,67111,"",1,93,2.3,""
0,"","",0,5146067,67112,"",0709_mid,3,22,""
"","","","",5146067,67113,"","",92,"",""
0,"","",0,5146067,67114,"",0709_out,3,22,""
"","","","",5146067,67115,"",0,93,0.2,""
"","","","",5146067,67116,"",0,93,0.1,""
"","","","",5146067,67117,"",scale1,37,20,""
"","",0,-12,5146067,67118,0,0,2,202,""
"","","",0.5,5146067,67119,"",30,122,30,""
"","",0,0,5146067,67120,"",vo_apg_0710,21,vo_apg,""
0,"","",0,5146067,67121,"",0710_in,3,202,""
"","","","",5146067,67122,"",1,93,2.2,""
0,"","",0,5146067,67123,"",0710_mid,3,202,""
"","","","",5146067,67124,"","",92,"",""
0,"","",0,5146067,67125,"",0710_out,3,202,""
"","","","",5146067,67126,"",0,93,0.2,""
"","","","",5146067,67127,"",0,22,0,""
0,"","",0,5146067,67128,"",empty,3,202,""
"","","","",5146067,67129,"",0,32,10,""
"","","","",5146067,67130,"",0,93,1,""
"","","","",5146067,67131,"",0.5,24,se_10055900_coffee_02,""
0,"","",1,5146067,67132,"",see_guru,3,131011,""
0.2,"","",1,5146067,67133,"",empty,3,106611,""
0.2,"","",1,5146067,67134,"",empty,3,1066,""
"","",0,-195,5146067,67135,0,-104,2,106611,""
"","",0,-195,5146067,67136,0,-104,2,1066,""
"","","","",5146067,67137,"",iris_out,37,2,""
"","",0,-278,5146067,67138,0,-129,2,106511,""
"","",0,-278,5146067,67139,0,-129,2,1065,""
0.2,"","",1,5146067,67140,"",walk_normal_doya,3,106511,""
0.2,"","",1,5146067,67141,"",walk_normal_doya,3,1065,""
"","",2,-278,5146067,67142,0,-290,2,106511,""
"","",2,-278,5146067,67143,0,-290,2,1065,""
"","",0,21,5146067,67144,0,-290,2,202,""
"","","","",5146067,67145,"",1,4,106511,""
"","","","",5146067,67146,"",1,4,1065,""
"","","","",5146067,67147,"",0,93,2,""
"","","","",5146067,67148,"",0,4,106511,""
"","","","",5146067,67149,"",0,4,1065,""
0.2,"","",1,5146067,67150,"",cool_idle_doya,3,106511,""
0.2,"","",1,5146067,67151,0,cool_idle_doya,3,1065,""
"","","","",5146067,67152,"",0,93,0.2,""
0.2,"",cool_talk_dere,0,5146067,67153,1,cool_in_nobi,3,106511,0
0.2,"",cool_talk_dere,0,5146067,67154,1,cool_in_nobi,3,1065,0
"","",0,0,5146067,67155,"",vo_apg_0711,21,vo_apg,""
0,0,1,10,5146067,67156,1,"후우… 전력으로 돌렸어…\n그래서, 몇 바퀴였어?",11,106511,0
"","","","",5146067,67157,"","",91,0,""
0.2,"","",1,5146067,67158,"",cool_idle_doya,3,106511,""
0.2,"","",1,5146067,67159,"",cool_idle_doya,3,1065,""
"","",0,0,5146067,67160,"",vo_apg_0712,21,vo_apg,""
0,0,1,10,5146067,67161,1,"빙글빙글빙글~\n보는 소녀의 눈도 돌아가 버려서\n모르겠사옵니다~",11,131011,0
"","","","",5146067,67162,"","",91,0,""
0.5,"",idle_normal_shy,0,5146067,67163,1,maho_idle_normal_in,3,131011,0
0.2,"",surprise_talk_search,0,5146067,67164,1,cool_talk_surprise,3,106511,0.3
0.2,"",surprise_talk_search,0,5146067,67165,1,cool_talk_surprise,3,1065,0.3
"","",0,0,5146067,67166,"",vo_apg_0713,21,vo_apg,""
0,0,1,10,5146067,67167,1,"그래…\n야~ 이노리, 너 세었… 어라?\n그러고 보니 이노리는 어디 갔지?",11,106511,0
"","","","",5146067,67168,"","",91,0,""
0.3,"","",1,5146067,67169,"",surprise_idle_talk1R,3,106511,""
0.3,"","",1,5146067,67170,"",surprise_idle_talk1R,3,1065,""
0.2,"","",1,5146067,67171,"",sad_talk,3,131011,""
"","",0,0,5146067,67172,"",vo_apg_0714,21,vo_apg,""
0,0,1,10,5146067,67173,1,"이노리 공이라면,\n저기로 날아가 버렸…",11,131011,0
"","","","",5146067,67174,"","",91,0,""
0.2,"","",1,5146067,67175,"",sad_idle_lookup,3,131011,""
0.2,"","",1,5146067,67176,"",surprise_idle_noface_lookup,3,106511,""
0.2,"","",1,5146067,67177,"",surprise_idle_kaya_lookup,3,1065,""
0,"",coffee_1_loop,0,5146067,67178,1,coffee_1_in,3,21,0
"","","",0,5146067,67179,"",se_10055900_photo,23,se_10055900,""
"","","","",5146067,67180,"",0,93,0.5,""
"","",0,0,5146067,67181,0,0,2,201,""
"","",0,0,5146067,67182,"",vo_apg_0715,21,vo_apg,""
0,0,1,10,5146067,67183,1,"우으… 더는, 안 돼요…\n카야삐… 뇌까지 근육으로 된, 회전, 광…\n털썩!",11,106611,0
"","","","",5146067,67184,"","",91,0,""
0,"","",0,5146067,67185,"",coffee_1_out,3,21,""
"","","",0,5146067,67186,"",se_10055900_down,23,se_10055900,""
"","","","",5146067,67187,"",0,93,0.7,""
0.2,"","",1,5146067,67188,"",sad_idle_sad2_lookup,3,131011,""
0.2,"",surprise3_loop_lookup,0,5146067,67189,1,surprise3_in_lookup,3,106511,0
0.2,"",surprise3_loop_lookup,0,5146067,67190,1,surprise3_in_lookup,3,1065,0
"","",0,0,5146067,67191,"",vo_apg_0716,21,vo_apg,""
"","","",0.5,5146067,67192,"",30,122,30,""
0,"","",0,5146067,67193,"",0716_in,3,202,""
"","","","",5146067,67194,"",1,93,1.2,""
0,"","",0,5146067,67195,"",0716_mid,3,202,""
"","","","",5146067,67196,"","",92,"",""
0,"","",0,5146067,67197,"",0716_out,3,202,""
"","","","",5146067,67198,"","",91,0,""
"","","","",5146067,67199,"","",101,67200,""
"","","","",5146067,67200,"",0.2,22,0,""
1.8,idle_normal_eating_noface,-385,106,5146068,68001,-288,105811,1,1,0
1.8,idle_normal_eating_peko,-385,107,5146068,68002,-288,1058,5,6,0
1.8,idle_normal,-225,100,5146068,68003,-278,106011,1,1,0
1.8,idle_normal,-225,101,5146068,68004,-278,1060,5,4,0
1.8,idle_normal_noface,225,103,5146068,68005,-278,130911,1,1,1
1.8,idle_normal_kururu,225,104,5146068,68006,-278,97,5,1,1
"","","","",5146068,68007,"",206,13,105811,""
"","","","",5146068,68008,"",200,13,106011,""
"","","","",5146068,68009,"",203,13,130911,""
0.85,idle,0,15,5146068,68010,-174,9,5,9,0
1,empty,-132,210,5146068,68011,71,20,5,20,0
1,empty,0,60,5146068,68012,153,21,5,21,0
1,"",0,0,5146068,68013,1,1,31,1,""
"","","","",5146068,68014,"",0,91,0,""
"","","",0,5146068,68015,"",0,102,0,""
"","","","",5146068,68016,"",0,93,1,""
0.2,"",kururu_guid_talk,0,5146068,68017,1,kururu_guid_in,3,130911,0
0.2,"",kururu_guid_talk,0,5146068,68018,1,kururu_guid_in,3,97,0
"","",0,0,5146068,68019,"",vo_apg_0801,21,vo_apg,""
0,0,1,10,5146068,68020,1,"이건 커피 컵이에요♪\n중앙에 있는 핸들을 돌리면\n컵이 빙글빙글…",11,130911,0
"","","","",5146068,68021,"","",91,0,""
0.2,"","",1,5146068,68022,"",kururu_guid_idle,3,130911,""
0.2,"","",1,5146068,68023,"",kururu_guid_idle,3,97,""
0,"",coffee_3_loop,0,5146068,68024,1,coffee_3_in,3,21,0
"","","",0,5146068,68025,"",se_10055900_photo,23,se_10055900,""
0.2,"",peko_notice_idle,0,5146068,68026,1,peko_notice_in,3,105811,0
0.2,"",peko_notice_idle,0,5146068,68027,1,peko_notice_in,3,1058,0
0.2,"","",1,5146068,68028,"",cool_talk_surprise_lookup,3,106011,""
0.2,"","",1,5146068,68029,"",cool_talk_surprise_lookup,3,1060,""
"","",0,0,5146068,68030,"",vo_apg_0802,21,vo_apg,""
0,0,1,10,5146068,68031,1,"중앙에 핸들 같은 거 없는데?",11,106011,0
"","","","",5146068,68032,"","",91,0,""
0.2,"","",1,5146068,68033,"",cool_idle_talkR,3,106011,""
0.2,"","",1,5146068,68034,"",cool_idle_talkR,3,1060,""
0.2,"",anger_talk_surprise2_lookup,0,5146068,68035,1,hawawa_lookup,3,130911,0.2
0.2,"","",1,5146068,68036,"",hawawa,3,97,""
"","",0,0,5146068,68037,"",vo_apg_0803,21,vo_apg,""
0,0,1,10,5146068,68038,1,"흐엣!? 그럴 수가, 그럴 수가…\n아, 정말로 없네요네요!?\n어디 간 거죠~!?",11,130911,0
"","","","",5146068,68039,"","",91,0,""
0,"","",0,5146068,68040,"",coffee_3_out,3,21,""
0.2,"","",1,5146068,68041,"",anger_idle_sad,3,130911,""
0.2,"","",1,5146068,68042,"",sad_idle_noface,3,105811,""
0.2,"",sad_idle_peko_loop,1,5146068,68043,1,sad_idle_peko_in,3,1058,0
"","",0,0,5146068,68044,"",vo_apg_0804,21,vo_apg,""
0,0,1,10,5146068,68045,1,"…………",11,105811,0
"","","","",5146068,68046,"","",91,0,""
"","","","",5146068,68047,"",1,4,106011,""
"","","","",5146068,68048,"",1,4,1060,""
0.2,"","",1,5146068,68049,"",idle_normal_surprise,3,130911,""
0.2,"","",1,5146068,68050,"",shock_loop_doteyes,3,106011,""
0.2,"","",1,5146068,68051,"",shock_loop_doteyes,3,1060,""
0.2,"",peko_bowbowbow_loop,0,5146068,68052,1,peko_bowbowbow_in,3,105811,0
0.2,"",peko_bowbowbow_loop,0,5146068,68053,1,peko_bowbowbow_in,3,1058,0
"","",0,0,5146068,68054,"",vo_apg_0805,21,vo_apg,""
0,0,1,10,5146068,68055,1,"죄송해요~!!",11,105811,0
"","","","",5146068,68056,"","",91,0,""
0.2,"","",1,5146068,68057,"",anger_talk_shy,3,106011,""
0.2,"","",1,5146068,68058,"",anger_talk_shy,3,1060,""
"","",0,0,5146068,68059,"",vo_apg_0806,21,vo_apg,""
0,0,1,10,5146068,68060,1,"너, 그걸 먹었어!?\n뭐 하는 거야~!?",11,106011,0
"","","","",5146068,68061,"","",91,0,""
0.2,"","",1,5146068,68062,"",anger_idle_shy,3,106011,""
0.2,"","",1,5146068,68063,"",anger_idle_shy,3,1060,""
0.2,"",tahaha_talk,0,5146068,68064,1,tahaha_in,3,105811,0
0.2,"",tahaha_talk,0,5146068,68065,1,tahaha_in,3,1058,0
"","",0,0,5146068,68066,"",vo_apg_0807,21,vo_apg,""
0,0,1,10,5146068,68067,1,"설마 핸들이라고는 생각 못 해서…\n간식으로 도넛을 준비해\n주신 줄 알고,\n맛있게 먹어 버렸어요…",11,105811,0
"","","","",5146068,68068,"","",91,0,""
0.2,"","",1,5146068,68069,"",tahaha_idle,3,105811,""
0.2,"","",1,5146068,68070,"",tahaha_idle,3,1058,""
0.2,"",surprise3_loop_anger2,0,5146068,68071,1,surprise3_in_anger2,3,106011,0
0.2,"",surprise3_loop_anger2,0,5146068,68072,1,surprise3_in_anger2,3,1060,0
"","",0,0,5146068,68073,"",vo_apg_0808,21,vo_apg,""
0,0,1,10,5146068,68074,1,"핸들이랑 도넛을 착각하면 어떡해~!",11,106011,0
"","","","",5146068,68075,"","",91,0,""
"","","","",5146068,68076,"",0,4,106011,""
"","","","",5146068,68077,"",0,4,1060,""
0.2,"","",1,5146068,68078,"",surprise3_loop_surprise_slow,3,106011,""
0.2,"","",1,5146068,68079,"",surprise3_loop_surprise_slow,3,1060,""
0.2,"",peko_slurp_loop,0,5146068,68080,1,peko_slurp_in,3,105811,0
0.2,"",peko_slurp_loop,0,5146068,68081,1,peko_slurp_in,3,1058,0
0.2,"",takeout_talk,0,5146068,68082,1,takeout_in,3,130911,0
0.2,"",takeout_talk,0,5146068,68083,1,takeout_in,3,97,0
"","",0,0,5146068,68084,"",vo_apg_0809,21,vo_apg,""
0,0,1,10,5146068,68085,1,"아, 그렇게 사과하지 않으셔도 돼요.\n새로운 도넛 핸들로\n갈아 끼우면 되니까요♪",11,130911,0
"","","","",5146068,68086,"","",91,0,""
0.2,"","",1,5146068,68087,"",takeout_idle,3,130911,""
0.2,"","",1,5146068,68088,"",takeout_idle,3,97,""
0.2,"","",1,5146068,68089,"",peko_slurp_loop,3,105811,""
0.2,"","",1,5146068,68090,"",peko_slurp_loop,3,1058,""
0.2,"",cool_talk_jitome,0,5146068,68091,1,cool_idle_jitome,3,106011,0.2
